S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3244938,Chinmaya Kumar Rana,21-Nov-2025 05:53 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,12,3260448,DEBARAJ BHUYAN,27-Nov-2025 04:18 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,13,3262418,DEBASISH PRADHAN,28-Nov-2025 01:47 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,14,3255238,Dibakar Jena,25-Nov-2025 07:56 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,15,3258610,Dilip Kumar Sahu,26-Nov-2025 09:05 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,16,3263120,DIPIKA PRADHAN,28-Nov-2025 12:53 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,17,3262820,DURGA MADHAB NAHAK,28-Nov-2025 12:05 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,18,3257038,GANESH SAHU,26-Nov-2025 03:47 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,19,3251459,KAILASH CHANDRA BISOYI,24-Nov-2025 07:48 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,20,3263485,Kanhu Charan Choudhury,28-Nov-2025 01:45 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,21,3261287,KANHU CHARAN NAHAK,28-Nov-2025 11:11 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,22,3248271,Krishna Chandra Panda,23-Nov-2025 04:13 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,23,3262521,Krushna Chandra Gouda,28-Nov-2025 10:54 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,24,3251755,MAMATA KUMARI SATAPATHY,24-Nov-2025 05:37 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,25,3255296,Manoj Kumar Nayak,25-Nov-2025 07:36 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,26,3246627,Nilu Mohanty,22-Nov-2025 04:57 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,27,3247955,Pabitra Mohan Bisoyi,23-Nov-2025 02:53 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,28,3262977,Pandita Ballabha Mohanty,28-Nov-2025 12:24 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,29,3255025,PITABAS SWAIN,25-Nov-2025 07:02 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,30,3258778,Prabhakar Padhi,28-Nov-2025 09:59 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,31,3259515,Pramod Kumar Patro,27-Nov-2025 02:14 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,32,3260593,PRAMOD KUMAR PRADHAN,28-Nov-2025 04:26 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,33,3255626,Rachana Pradhan,27-Nov-2025 11:02 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,34,3255248,RANJAN KUMAR NAHAK,25-Nov-2025 08:36 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,35,3247951,Rojalini Bisoyi,23-Nov-2025 02:35 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,36,3264090,SALINI KUMARI SAHU,28-Nov-2025 03:34 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,37,3259510,Samira Kumar Behera,27-Nov-2025 02:01 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,38,3246899,Santosh Kumar Jena,22-Nov-2025 08:04 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,39,3257653,SANTOSH KUMAR SABAT,26-Nov-2025 04:40 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,40,3258265,Saroj Kumar Mohanty,26-Nov-2025 07:27 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,41,3259816,SATYA NARAYAN BEHERA,27-Nov-2025 01:04 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,42,3259256,SHUBHENDU KUMAR DASH,27-Nov-2025 05:49 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,43,3251781,Shyam Sundar Padhy,24-Nov-2025 06:43 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,44,3261175,Shyam Sundar Sahu,27-Nov-2025 07:03 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,45,3245022,Sibaram Sethi,21-Nov-2025 06:06 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,46,3261860,Sibaram Suar,28-Nov-2025 09:43 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,47,3256305,SIBASUNDAR PRADHAN,26-Nov-2025 02:06 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,48,3264578,SRIKANT JENA,28-Nov-2025 04:55 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,49,3256697,SRINIBAS PADHI,26-Nov-2025 12:32 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,50,3262188,Sudam Gouda,28-Nov-2025 11:15 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,51,3258038,SUVENDU KUMAR PRADHAN,26-Nov-2025 05:42 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,52,3243598,TRILOCHANA PARIDA,21-Nov-2025 12:01 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,53,3239297,Udayanath Sabat,20-Nov-2025 05:42 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,54,3250698,UMITA PANDA,26-Nov-2025 05:27 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,55,3262590,Y ANNAPURNA,28-Nov-2025 11:08 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
