S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126","6,000",0.0,Nil,Nil,No,Restoration to Right Flood Bank of River Rushikulya near U/S of village Nalabanta for the year 2025-26.,Restoration to Right Flood Bank of River Rushikulya near U/S of village Nalabanta for the year 2025-26.,Please refer Tender documents. ,NA ,"25,42,212",Civil Works - Others,NA ,Tender,90.0,60.0,Aska,761110.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_35,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,"25,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.",AOC,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,23-Jan-2026 06:59 PM,techsummary_565444.pdf (1281.72 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,23-Jan-2026 07:08 PM,finsummary_565444.pdf (1634.38 KB),Finance,Fifty Five (55) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 08:57 PM,,BOQ Comparative Chart,23-Jan-2026,"INR 2,161,134",60.0,Sanjay Kumar Pradhan,23-Jan-2026 07:18 PM,AOC36.PDF (409.00 KB),The date of commencement of the work on dated 22.12.2025 and stipulated date of completion on dated 21.02.2026 vide Agreement No.497P1/2025-26 on dated 22.12.2025.,1,3263516,Ahalya Patro,28-Nov-2025 03:19 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_35,e-procurement Notice No.e-BNID-02/2025-26,Restoration to Right Flood Bank of River Rushikulya near U/S of village Nalabanta for the year 2025-26.,1.0,3243598.0,TRILOCHANA PARIDA,INR,"2,161,134",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3253303,Ashok Dash,25-Nov-2025 01:03 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3253533,Ashok Kumar Nayak,25-Nov-2025 12:34 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3262474,BASUDEB ROUT,28-Nov-2025 11:05 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3256369,BIBHU PRASAD NAHAK,26-Nov-2025 11:12 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3259878,BIKRAM KUMAR PRADHAN,28-Nov-2025 02:47 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3262484,Bimal Kumar Pradhan,28-Nov-2025 11:02 AM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3264230,CHANDAN BEHERA,28-Nov-2025 03:53 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3259949,CHANDAN KUMAR MOHINI,27-Nov-2025 01:26 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3257254,CHINMAYA BEHERA,28-Nov-2025 01:00 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,23-Jan-2026 07:19 PM,,,,,,,,,,AOC
