Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,24-Nov-2025 03:42 PM,techsummary_553309.pdf (416.16 KB),31-Jan-2026,"INR 902,630.98",120.0,Laxman Marandi,31-Jan-2026 12:28 PM,16.pdf (306.00 KB),AOC,1,3114501,Amaresh Kumar Biswal,07-Oct-2025 05:23 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,1.0,3117758.0,BISWANATH PANDA,INR,"902,630.98",Finance,UPLOADED,SIDDHARTHA SHANKAR DAS,12-Nov-2025 03:01 PM,finance_553309.pdf,BOQ Comparative Chart,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,24-Nov-2025 07:59 PM,finsummary_553309.pdf (416.16 KB),CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_118339_16,BAID 02 OF 2025-26,Const. of Protection wall left side From RD 23900 mtr to 24010 mtr of Salania Branch Canal for the year 2025-26,AOC,"SE, Baitarani Irrigation Division, Salapada","SE, Baitarani Irrigation Division, Salapada",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Affidavit, RC, No Relationship etc.","10,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,BAID 02 OF 2025-26,2025_KIDK_118339_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const. of Protection wall left side From RD 23900 mtr to 24010 mtr of Salania Branch Canal for the year 2025-26,Const. of Protection wall left side From RD 23900 mtr to 24010 mtr of Salania Branch Canal for the year 2025-26,Please refer Tender documents. ,NA ,"10,62,000",Civil Works - Canal,NA ,Tender,90.0,120.0,Salapada,758020.0,NA ,NA ,NA ,"SE, Baitarani Irrigation Division, Salapada",No ,No,24-Sep-2025 12:00 PM,10-Oct-2025 11:00 AM,24-Sep-2025 12:00 PM,09-Oct-2025 05:30 PM,NA ,NA ,24-Sep-2025 12:00 PM,09-Oct-2025 05:30 PM,AOC
,,,,,,,,,,,,,2,3116136,Banamali Prusty,08-Oct-2025 07:43 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Other Document as per DTCN,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3113190,Basanta Kumar Barik,09-Oct-2025 10:57 AM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3111070,BHABESH KUMAR NAYAK,05-Oct-2025 06:36 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3113208,BICHITRANANDA JENA,06-Oct-2025 08:58 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3117758,BISWANATH PANDA,08-Oct-2025 10:25 PM,Accepted-AOC,LOTTERY WINNER,31-Jan-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3104614,CHAKRADHAR JENA,02-Oct-2025 05:56 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3117840,DAMAYANTI ROUT,08-Oct-2025 08:02 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3115704,Dhirendra Kumar Samal,08-Oct-2025 12:37 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3112883,DIPIKA SWAIN,06-Oct-2025 10:13 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3103064,DURYODHAN SAHOO,29-Sep-2025 08:47 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3108527,GITA RANI SAHOO,04-Oct-2025 04:28 PM,Rejected-Finance,R,24-Nov-2025 07:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
