Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,COMPARATIVE STATEMENT GENERATED,LAXMIPRIYA NAYAK,09-Dec-2025 11:24 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,08-Dec-2025 04:48 PM,09-Dec-2025 10:30 AM,techsummary_555927.pdf (355.39 KB),1,3191489,ANKIT AGRAWAL,06-Nov-2025 09:38 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,15-Jan-2026 05:16 PM,15-Jan-2026,"INR 26,152,385",365.0,ANANDA CHANDRA PANDA,15-Jan-2026 05:19 PM,SALIPUR.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.01.2026,1.0,3168719.0,MESSERS DAKSHYA CONSTRUCTION,INR,"26,152,385",AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,ANANDA CHANDRA PANDA,15-Jan-2026 05:16 PM,finsummary_555927.pdf (363.68 KB),Technical,5 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,10-Nov-2025 01:29 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_119443_9,15/OPHWC/2025-26,"Construction Of Police Station Building At Salipur,Cuttack",AOC,1.0,EXTENSION OF DATE AND TIME,Date,,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","3,07,600",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,"Construction Of Police Station Building At Salipur,Cuttack",Building Work,Please refer Tender documents. ,NA ,"3,07,63,893",Civil Works - Buildings,NA ,Tender,90.0,365.0,CUTTACK,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,14-Oct-2025 06:55 PM,10-Nov-2025 10:30 AM,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,NA ,NA ,14-Oct-2025 06:55 PM,07-Nov-2025 05:00 PM,09-Dec-2025 10:30 AM,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,15/OPHWC/2025-26,2025_OSPHW_119443_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3145723,Bijaya Kumar Jena,06-Nov-2025 03:25 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,08-Dec-2025 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3170534,KT CONSTRUCTION,31-Oct-2025 06:37 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,08-Dec-2025 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3168719,MESSERS DAKSHYA CONSTRUCTION,30-Oct-2025 07:25 PM,Accepted-AOC,QUALIFIED BIDDER,15-Jan-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3193559,SUBASH CHANDRA BARIK,07-Nov-2025 01:55 PM,Rejected-Finance,DUE TO L2 BIDDER,15-Jan-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
