EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,782",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Kuchinda NAC,KCDA/NAC-6/2025-26,2025_ORULB_123154_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Resto. Of road from Pani Babu house to Gopal Barik house in W.No-9,Resto. Of road from Pani Babu house to Gopal Barik house in W.No-9,As per DTCN ,NA ,"6,78,178",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-9 NAC Kuchinda,768222.0,NA ,NA ,NA ,Office of the NAC Kuchinda,No ,No,Executive Officer,"NAC KUCHINDA, At/Po-Kuchinda , Dist-Sambalpur","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,13-Dec-2025 10:00 AM,20-Dec-2025 10:00 AM,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,13-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,AOC,13-Jan-2026,"INR 678,177.92",30.0,Nilamadhab Nag,13-Jan-2026 07:17 PM,39.pdf (373.00 KB),Work Order issued,1,3312835,AMIT AGRAWAL,19-Dec-2025 10:22 AM,Accepted-AOC,Awarded through lottery system,13-Jan-2026 07:17 PM,Pradyut Kumar Mohanty,Internal,"B K Sa, N Nag, M Suna",Nilamadhab Nag,31-Dec-2025 11:57 AM,techsummary_571558.pdf (923.50 KB),Municipal Bodies||Kuchinda NAC,2025_ORULB_123154_3,KCDA/NAC-6/2025-26,Resto. Of road from Pani Babu house to Gopal Barik house in W.No-9,Pradyut kumar Mohanty,Internal,"B K Sa, N Nag,M Suna",Nilamadhab Nag,31-Dec-2025 04:15 PM,finsummary_571558.pdf (923.50 KB),Finance,Ok,Nilamadhab Nag,20-Dec-2025 04:38 PM,finance_571558.pdf,BOQ Comparative Chart,1.0,3312835.0,AMIT AGRAWAL,INR,"678,177.92",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,2,3310297,BINAPANI PATEL,17-Dec-2025 03:44 PM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3315584,BISHAL AGRAWAL,19-Dec-2025 12:50 PM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3315935,GOVIND MEHER,19-Dec-2025 06:22 PM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3315651,KAPILASH NAYAK,18-Dec-2025 11:56 PM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3310130,KULAMANI SAHANSIA,18-Dec-2025 08:37 AM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3316705,LAXMI AGRAWAL,19-Dec-2025 12:57 PM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3315838,SUJIT KUMAR AGARWAL,19-Dec-2025 07:47 AM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3315914,Sushanta Kumar Dwibedy,19-Dec-2025 07:37 AM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3315502,UMESH CHANDRA MAHANANDA,19-Dec-2025 01:28 AM,Rejected-AOC,Rejected,13-Jan-2026 07:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
