S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2582026.0,BIGYAN CONSTRUCTION PRIVATE LIMITED,INR,"70,805,638","Er.ManasRanjanBehera,CCE",Internal,"Er.S.K.Sahoo,S.E.Er.S.R.Das,SE,Er.S.N.Mishra,E.E.Sri A.K.Mohapatra, Sr.DAO",Manas Ranjan Behera,28-Feb-2025 12:09 PM,finsummary_509506.pdf (1188.54 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL,2024_EICCL_105622_2,TENDER CALL NOTICE NO.06 OF 2024-25,Improvement to road from NH-16 Old NH-5 to Kanpur Right Embankment of river Kuakhai from 0.00 Km to 11.500 Km,Technical,TOTAL FIVE NUMBERS BIDDER PARTICIPATED IN THIS BID AND THEIR DOCUMENTS ARE VIEWED.,Manas Ranjan Behera,24-Oct-2024 04:07 PM,technical_509506.pdf,Finance,Bid opening summary,Manas Ranjan Behera,27-Feb-2025 08:17 PM,finance_509506.pdf,BOQ Comparative Chart,"Er.ManasRanjanBehera,CCE",Internal,"Er.S.K.Sahoo,S.E. Er.S.R.Das,SE Er.S.N.Mishra,EE,Sri A.K.Mohapatra,SrDAO",Manas Ranjan Behera,19-Nov-2024 05:43 PM,19-Nov-2024 06:50 PM,techsummary_509506.pdf (288.18 KB),1,2589524,ACP CONSTRUCTION,22-Oct-2024 06:48 PM,Rejected-Finance,The bidder possess 1st lowest position and unsuccessful through transparent lottery system,28-Feb-2025 12:09 PM,23-Jan-2026,"INR 70,805,638",120.0,Manas Ranjan Behera,23-Jan-2026 05:55 PM,nh.pdf (258.00 KB),AoC upload,AOC,"8,32,910",Yes,percentage,1.0%,Nil,Nil,CHIEFCONSTRUCTIONENGINEERCENTRALRANDBCIRCLEBBSR,"OFFICE OF THE CHIEF CONSTRUCTION ENGINEER, CENTRAL RANDB CIRCLE, BHUBANESWAR.","10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CENTRAL,TENDER CALL NOTICE NO.06 OF 2024-25,2024_EICCL_105622_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,10-Oct-2024 09:00 AM,24-Oct-2024 11:00 AM,10-Oct-2024 09:00 AM,23-Oct-2024 05:00 PM,NA ,NA ,10-Oct-2024 09:00 AM,23-Oct-2024 05:00 PM,19-Nov-2024 06:50 PM,1.0,Fee/PreQual/Technical,.pdf,"BID COST,EMD, R.C.PAN,GST,ALL MACHINERIES,ALL AFFIDAVITS AND OTHERS AS PER APPROVED DTCN",1.0,ICICI BANK,Improvement to road from NH-16 Old NH-5 to Kanpur Right Embankment of river Kuakhai from 0.00 Km to 11.500 Km,Improvement to road from NH-16 Old NH-5 to Kanpur Right Embankment of river Kuakhai from 0.00 Km to 11.500 Km,Please refer Tender documents. ,NA ,"8,32,90,952",Civil Works - Roads,NA ,Tender,90.0,120.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"OFFICEOFTHECCECENTRALRANDBCIRCLE,BHUBANESWAR",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2582026,BIGYAN CONSTRUCTION PRIVATE LIMITED,23-Oct-2024 10:58 AM,Accepted-AOC,work awarded,23-Jan-2026 05:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2590946,DEBABRATA SAMAL,23-Oct-2024 02:21 PM,Rejected-Finance,The bidder possess 1st lowest position and unsuccessful through transparent lottery system,28-Feb-2025 12:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2590728,MANOJ KUMAR SAHOO,23-Oct-2024 04:26 PM,Rejected-Finance,The bidder possess 1st lowest position and unsuccessful through transparent lottery system,28-Feb-2025 12:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2590741,MS GLOBAL CONSTRUCTION,23-Oct-2024 12:08 PM,Rejected-Finance,The bidder possess 2nd lowest position.,28-Feb-2025 12:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
