S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,24-Oct-2025 09:00 AM,03-Nov-2025 11:00 AM,24-Oct-2025 09:00 AM,01-Nov-2025 05:00 PM,24-Oct-2025 09:00 AM ,31-Oct-2025 05:00 PM ,24-Oct-2025 09:00 AM,01-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,S/R to Repair to H.L. Bridge over Chhinda Nallah at 3rd Km on Botakhal - Kumbharakula via Raniola Puinchanda Road for the year 2025-26,S/R to Repair to H.L. Bridge over Chhinda Nallah at 3rd Km on Botakhal - Kumbharakula via Raniola Puinchanda Road for the year 2025-26,Refer tender documents ,NA ,"8,40,344",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,"8,403",Yes,percentage,1.0%,Nil,Nil,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-08/2025-26,2025_CERWI_119906_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate",AOC,"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,14-Jan-2026 08:14 PM,finsummary_557909.pdf (2427.16 KB),"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,14-Jan-2026 08:09 PM,techsummary_557909.pdf (2427.16 KB),1,3152195,Alekha Chandra Bastia,27-Oct-2025 12:38 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,1.0,3163776.0,SATYABRATA PATRA,INR,"714,377",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119906_34,RWD CTC-08/2025-26,S/R to Repair to H.L. Bridge over Chhinda Nallah at 3rd Km on Botakhal - Kumbharakula via Raniola Puinchanda Road for the year 2025-26,14-Jan-2026,"INR 714,377",30.0,Priyadarshini Balsamanta,14-Jan-2026 08:18 PM,WO.pdf (908.00 KB),Finance,Tender open by technical committee held on dt.03.11.2025,Priyadarshini Balsamanta,14-Nov-2025 10:29 PM,finance_557909.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,2,3166021,ASHOK KUMAR PATRA,29-Oct-2025 03:30 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3167933,ASHOK SUNANI,30-Oct-2025 02:38 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3159117,BRUSHA KETU SAMAL,27-Oct-2025 08:57 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3154515,DIPTIRANJAN SWAIN,26-Oct-2025 06:05 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3170464,JASMINE ENTERPRISES,31-Oct-2025 06:11 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3164727,JAYARAM BEHERA,30-Oct-2025 09:31 AM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3167113,MRUTYUNJAY ROUT,30-Oct-2025 06:57 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3172396,MS SIVA SANKAR ENGINEERING,01-Nov-2025 03:33 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3154215,NIRANJAN KHUNTIA,26-Oct-2025 08:29 PM,Rejected-AOC,Not selected in lottery,14-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC
