EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"17,000",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,JHARSUGUDA MUNICIPALITY,1,ICICI BANK,11-Nov-2025 06:00 PM,25-Nov-2025 03:30 PM,11-Nov-2025 06:00 PM,24-Nov-2025 06:00 PM,NA ,NA ,11-Nov-2025 06:00 PM,24-Nov-2025 06:00 PM,Construction of Boundary Wall at Birsa Munda Kalyan Mandap in W. No. -02.,BOUNDARY WALL,"Scan copy of regd. cert, PAN, GST clearance cert., experience cert., and other documents as per DTCN. ",NA ,,Civil Works - Others,NA ,Tender,75.0,60.0,WARDNUMBER02,768201.0,NA ,NA ,NA ,JHARSUGUDA MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Municipal Bodies||Jharsuguda Municipality,EO/JMC/07/2025-26,2025_ORULB_120881_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,manasranjanmallick,Internal,"simanchal das, susanta pate",Manas Ranjan Mallick,20-Jan-2026 05:38 PM,finsummary_562700.pdf (722.51 KB),manasranjanmallick,Internal,"simanchal das, susanta patel",Manas Ranjan Mallick,27-Nov-2025 12:26 PM,techsummary_562700.pdf (187.48 KB),1,3246958,HRUDANANDA ROHIDAS,22-Nov-2025 10:24 PM,Rejected-AOC,rejected,20-Jan-2026 05:47 PM,1.0,3245959.0,SURAJ KUMAR PATEL,INR,"1,211,049.892",Municipal Bodies||Jharsuguda Municipality,2025_ORULB_120881_28,EO/JMC/07/2025-26,Construction of Boundary Wall at Birsa Munda Kalyan Mandap in W. No. -02.,20-Jan-2026,"INR 1,211,049.892",60.0,Manas Ranjan Mallick,20-Jan-2026 05:46 PM,Workorder.pdf (723.00 KB),accpeted,Finance,OK,Manas Ranjan Mallick,27-Nov-2025 11:46 AM,finance_562700.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3245959,SURAJ KUMAR PATEL,22-Nov-2025 12:41 PM,Accepted-AOC,accepted,20-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
