Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
21-Nov-2025 11:00 AM,29-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,28-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,27-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,28-Nov-2025 05:00 PM,"26,090",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Kendrapara",1173/LID/KDP/2025-25,2025_OLIC_121665_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA","OFFICE OF THE EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA AT/PO-TINIMUHANI",1.0,Fee/PreQual/Technical/Finance,.pdf,paper cost/RC/GST/PAN/Joint Venture/HT licensee/Experience and other documents as per DTCN,BANESWARPUR_II RL,Papaer cost/RC/PAN/GST/Joint Venture/HT license/Esxperience with other documents as per DTCN,Please refer Tender documents. ,NA ,"26,09,067",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,NA ,KENDRAPARA,754211.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER L.I.DIVISION,KENDRAPARA",No ,No,AOC,15-Jan-2026,"INR 2,609,067",90.0,Nimain Charan Sethi,15-Jan-2026 05:00 PM,BANESWARPUR_II.pdf (244.00 KB),WIN THE LOTTERY AND WORK AWARDED,1,3259149,ARUNDHATI PRIYADARSHINI,27-Nov-2025 06:42 PM,Accepted-AOC,WIN THE LOTTERY,15-Jan-2026 05:01 PM,ECECUTIVE ENGINEER,Internal,Nimain_Charan_Sethy_Sadhana_Behera_Pradeep_Kumar_Nayak_Debendra_Nath_Jena,Nimain Charan Sethi,26-Dec-2025 12:31 PM,techsummary_566117.pdf (95.33 KB),ECECUTIVE ENGINEER,Internal,Nimain_Charan_Sethy_Sadhana_Behera_Pradeep_Kumar_Nayak_Debendra_Nath_Jena,Nimain Charan Sethi,15-Jan-2026 04:56 PM,finsummary_566117.pdf (95.33 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Kendrapara",2025_OLIC_121665_12,1173/LID/KDP/2025-25,BANESWARPUR_II RL,1.0,3259149.0,ARUNDHATI PRIYADARSHINI,INR,"2,609,067",Finance,15NOS BIDDERS PARTICIPAT6ED IN THIS PACKAGE,Nimain Charan Sethi,26-Dec-2025 12:26 PM,finance_566117.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3263757,GAGAN BIHARI MUDULI,28-Nov-2025 03:59 PM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3263255,GAGAN BIHARI SAHOO,28-Nov-2025 01:09 PM,Rejected-Technical,JOINT VENTURE NOT SATISFYING TO THE DTCN,26-Dec-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3250696,GOBINDA SETHI,28-Nov-2025 08:00 AM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3251738,JHUNARANI DAS,27-Nov-2025 02:05 PM,Rejected-Technical,SHORTFALL OF DOCUMENTS,26-Dec-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3262397,KALANDI CHARAN JENA,28-Nov-2025 11:46 AM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3249760,nirmalla kumar malla,26-Nov-2025 04:14 PM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3250595,PRADEEP KUMAR DAS,27-Nov-2025 12:23 AM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3258361,PRADEEP KUMAR KUND,28-Nov-2025 04:23 PM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3261820,RAJIB GANDHI,27-Nov-2025 09:56 PM,Rejected-Finance,NOT WIN THE LOTTERY,15-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
