Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,.,Rajesh Pradhan,08-Jan-2026 06:20 PM,finance_559714.pdf,BOQ Comparative Chart,1.0,3183780.0,SRI MRUTYUNJAY SAHU,INR,"498,460.91",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120269_70,07Online)/RWD/BPD/2025-26,S/R to L070-Anlakuda to Purunapani Road,1,3187595,BIKASH BEHERA,06-Nov-2025 11:38 AM,Rejected-AOC,unsuccessful tenderer,08-Jan-2026 06:34 PM,08-Jan-2026,"INR 498,460.91",30.0,Rajesh Pradhan,08-Jan-2026 06:34 PM,182.pdf (662.00 KB),R.Pradhan,Internal,,Rajesh Pradhan,08-Jan-2026 06:26 PM,techsummary_559714.pdf (192.89 KB),R.Pradhan,Internal,,Rajesh Pradhan,08-Jan-2026 06:29 PM,finsummary_559714.pdf (192.89 KB),AOC,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",30-Oct-2025 06:55 PM,06-Nov-2025 05:30 PM,30-Oct-2025 06:55 PM,06-Nov-2025 05:00 PM,30-Oct-2025 06:55 PM ,06-Nov-2025 03:00 PM ,30-Oct-2025 06:55 PM,06-Nov-2025 05:00 PM,1.0,ICICI BANK,S/R to L070-Anlakuda to Purunapani Road,S/R to L070-Anlakuda to Purunapani Road,Please refer Tender documents. ,NA ,"5,88,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,"5,880",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,07Online)/RWD/BPD/2025-26,2025_CERWI_120269_70,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,3182888,LIPIRANI GOCHHAYAT,05-Nov-2025 05:10 AM,Rejected-AOC,unsuccessful tenderer,08-Jan-2026 06:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3182869,PRADEEP KUMAR MAHANTY,05-Nov-2025 01:21 AM,Rejected-AOC,unsuccessful tenderer,08-Jan-2026 06:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3183510,PRAMOD KUMAR CHOUDHURY,05-Nov-2025 11:38 AM,Rejected-AOC,unsuccessful tenderer,08-Jan-2026 06:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3183663,SABITA CHOUDHURY,05-Nov-2025 06:00 PM,Rejected-AOC,unsuccessful tenderer,08-Jan-2026 06:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3183780,SRI MRUTYUNJAY SAHU,05-Nov-2025 12:23 PM,Accepted-AOC,Lottery winner,08-Jan-2026 06:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
