Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
SELECTION OF LEVEL II TRANSPORT CONTRACTOR FOR THE BIENNIAL YEAR 2025-27 IN BHEDEN BLOCK UNDER BARGARH DISTRICT,TRANSPORATION OFFOOD GRAINS FROM RRC-cum-DSCS TO FPS POINTS,PLEASE REFER TO DTCN  ,NA ,"27,32,208",Handling and Transportation,NA ,Tender,180.0,630.0,APPENDIX I,768028.0,"O/O CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH ","O/O CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH  ",11-Jul-2025 03:00 PM ,CONFERENCE HALL OF COLLECTORATE BARGARH,No ,No,1.0,ICICI BANK,"1,36,610",No,percentage,5.0%,Nil,Nil,"5,900",0.0,Nil,Nil,No,"CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH","O/O CCSO_CUM_DIST. MANAGER, OSCSC, LTD., BARGARH",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,2900/09.07.2025,2025_OSCSC_115436_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Modification of Clause in Tender documents,Other,,1.0,Fee/PreQual/Technical,.pdf,NIT,11-Jul-2025 11:00 AM,01-Aug-2025 10:00 AM,11-Jul-2025 11:00 AM,31-Jul-2025 03:00 PM,NA ,NA ,11-Jul-2025 11:00 AM,31-Jul-2025 03:00 PM,14-Aug-2025 10:30 AM,AOC,COLLECOTR BARGARH,Internal,RTO BARGARH DSWO BARGARH DLO BARGARH CCSO BARGARH,BIBHU PRASANNA ACHARYA,20-Dec-2025 07:56 PM,finsummary_545798.pdf (2027.90 KB),Technical,PROCEEDING OF DLTC MEETING FOR EVALUATION OF TECHNICAL BID OF LEVEL II TENDERES FOR BIENNIAL YEAR 2025-27,BIBHU PRASANNA ACHARYA,13-Aug-2025 03:26 PM,technical_545798.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,2025_OSCSC_115436_1,2900/09.07.2025,SELECTION OF LEVEL II TRANSPORT CONTRACTOR FOR THE BIENNIAL YEAR 2025-27 IN BHEDEN BLOCK UNDER BARGARH DISTRICT,1.0,3014826.0,SRI ASHISH PATTNAIK,INR,46.54,01-Jan-2026,INR 46.54,630.0,BIBHU PRASANNA ACHARYA,07-Jan-2026 01:05 PM,4127.pdf (547.00 KB),ASHISH PATTANIK LOWEST BIDDER,1.0,3015078.0,M/S JAYASINGH BHOI,31-Jul-2025 11:12 AM,Rejected-AOC,2ND LOWEST BIDDER,07-Jan-2026 01:06 PM,Finance,PROCEEDING,BIBHU PRASANNA ACHARYA,20-Dec-2025 07:23 PM,finance_545798.pdf,BOQ Comparative Chart,COLLECOTR BARGARH,Internal,ADM BARGARH DLO BARGARH RTO BARGARH DSWO BARGARH CCSO BARGARH,BIBHU PRASANNA ACHARYA,13-Aug-2025 04:18 PM,14-Aug-2025 10:30 AM,techsummary_545798.pdf (2640.61 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3014826.0,SRI ASHISH PATTNAIK,30-Jul-2025 11:23 AM,Accepted-AOC,LOWEST BIDDER,07-Jan-2026 01:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
