Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Eligible,Niroda Kumar Sethy,13-Dec-2025 08:38 PM,,BOQ Comparative Chart,10-Jan-2026,"INR 2,213,326",270.0,Hitansu Sekhar Samal,10-Jan-2026 09:15 AM,tenderlottery.pdf (868.00 KB),AOC ACCEPTED AMAR BEHERA,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BINJHARPUR Block,2025_PRBHA_121031_20,01/BIN/2025-26,GPLF BUILDING AT OLEI CHANDANPUR,1.0,3252573.0,AMAR BEHERA,INR,"2,213,326",1,3251569,AJIT ROUT,24-Nov-2025 05:06 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,bdo binjharpur,Internal,AEEBFOSOAE,Niroda Kumar Sethy,13-Dec-2025 08:58 PM,techsummary_565471.pdf (3623.31 KB),bdo binjharpur,Internal,AEE BFO SO AE,Niroda Kumar Sethy,14-Dec-2025 07:23 AM,finsummary_565471.pdf (3623.31 KB),AOC,"22,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"6,000",Nil,Nil,No,19-Nov-2025 11:00 AM,01-Dec-2025 11:30 AM,19-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,19-Nov-2025 11:00 AM ,28-Nov-2025 01:00 PM ,19-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,GPLF BUILDING AT OLEI CHANDANPUR,CIVIL WORK,Please refer Tender documents. ,NA ,"22,13,326",Civil Works - Buildings,NA ,Tender,90.0,270.0,Binjharpur Block area,755004.0,NA ,NA ,NA ,Binjharpur Block,No ,No,Block Development Officer,"GOUDA SAHI, BINJHARPUR",1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BINJHARPUR Block,01/BIN/2025-26,2025_PRBHA_121031_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3252573,AMAR BEHERA,24-Nov-2025 10:29 PM,Accepted-AOC,THROGH LOTTERY,10-Jan-2026 09:15 AM,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3252046,CHITTARANJAN SAMAL,24-Nov-2025 06:58 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3255072,GOPINATH BEHERA,25-Nov-2025 07:45 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3259987,MANGULI JENA,27-Nov-2025 02:12 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3265108,Ms. MANORANJAN THATOI,28-Nov-2025 10:33 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3266634,PRIYA RANJAN NAYAK,29-Nov-2025 03:20 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,3259540,SANGRAM KESHARI SAHOO,27-Nov-2025 12:03 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,3253458,SANTOSH KUMAR PADIHARI,27-Nov-2025 12:23 PM,Rejected-Finance,REJECTED,14-Dec-2025 07:23 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
