Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of 4 nos E type qtr building at Bisoi PHC under Bisoi block for the year 23-24,Construction of 4 nos E type qtr building at Bisoi PHC under Bisoi block for the year 23-24,NA ,NA ,"1,26,27,840",Civil Works - Buildings,NA ,Tender,90.0,365.0,"SERW Division, Rairangpur",757043.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, BARIPADA",No ,No,Circle Officer,"RURAL WORKS CIRCLE, BARIPADA",07-Aug-2025 11:00 AM,22-Aug-2025 11:00 AM,07-Aug-2025 11:00 AM,21-Aug-2025 05:00 PM,07-Aug-2025 11:00 AM ,20-Aug-2025 05:00 PM ,07-Aug-2025 11:00 AM,21-Aug-2025 05:00 PM,12-Sep-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,RC PAN GST ATO similarnature of work experience affidavit etc as per DTCN,CE RW I||RWCIRCLE-BARIPADA,NCB 384,2025_CERWI_116502_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"1,26,278",Yes,percentage,1.0%,Nil,Nil,AOC,19-Sep-2025,"INR 10,734,927",365.0,Akshaya Kumar Naik,08-Jan-2026 06:25 PM,BisoiPHCEtype.pdf (750.00 KB),1,3043331,BINAPANI SETHY,21-Aug-2025 11:55 AM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,09-Sep-2025 04:32 PM,12-Sep-2025 11:00 AM,techsummary_548355.pdf (690.23 KB),Finance,13 Nos of bidders admitted,Akshaya Kumar Naik,19-Sep-2025 01:01 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_116502_1,NCB 384,Construction of 4 nos E type qtr building at Bisoi PHC under Bisoi block for the year 23-24,Technical,14 2025_CERWI_116515_1,Akshaya Kumar Naik,09-Sep-2025 01:46 PM,,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,19-Sep-2025 05:58 PM,finsummary_548355.pdf (661.24 KB),1.0,3043452.0,SRI ANIRUDHA BEHERA,INR,"10,734,927",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EI and PH Agreement with valid Licence etc as per DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,2,3042614,Debasis Das,20-Aug-2025 04:22 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3041219,DHARANIDHAR SETHY,19-Aug-2025 01:23 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3043431,HIMANSU SEKHAR PRADHAN,21-Aug-2025 03:15 PM,Rejected-Technical,E.I Licence is not furnished.,09-Sep-2025 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3042272,JEETESH RANJAN BEHERA,20-Aug-2025 12:20 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3043684,Manoj Kumar Ram,21-Aug-2025 04:13 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3042931,NILACHAKRA SAHU,20-Aug-2025 08:11 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3042933,SHIVASHISH SAHU,20-Aug-2025 09:54 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3042977,SRI ABHISHEK BEHERA,21-Aug-2025 01:31 PM,Rejected-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3043452,SRI ANIRUDHA BEHERA,21-Aug-2025 12:54 PM,Accepted-AOC,L1,08-Jan-2026 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
