EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"5,800",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/O the SE, M.I. Division, Malkangiri",1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan Card, Active GSTIN, Valid License, Affidavit, Under taking regarding No-Relationship",01-Nov-2025 10:00 AM,11-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,09-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",SEMIDMKG-08/2025-26,2025_CEMIB_120407_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,Improvement to Erakonda-II Check Dam,Improvement to Erakonda-II Check Dam in Kalimela Block of Malkangiri District under Improvement to Check Dam Scheme for the year 2025-26.,Refer DTCN ,NA ,"5,77,720",Civil Works - Water Works,NA ,Tender,90.0,60.0,Erakonda,764047.0,NA ,NA ,NA ,"O/O the SE, M.I. Division, Malkangiri",No ,No,1.0,ICICI BANK,AOC,Superintending Engineer,Internal,Superintending Engineer Asst. Executive Engineer(Estr.) Asst. Engineer (Estr.) Divisional Accountant Officer,Nihar Ranjan Behera,31-Jan-2026 06:21 PM,finsummary_560400.pdf (887.32 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_120407_5,SEMIDMKG-08/2025-26,Improvement to Erakonda-II Check Dam,1.0,3191639.0,Malina Rari,INR,"491,120.15",Finance,Tender opened,Nihar Ranjan Behera,31-Jan-2026 06:12 PM,finance_560400.pdf,BOQ Comparative Chart,31-Jan-2026,"INR 491,120.15",60.0,Nihar Ranjan Behera,31-Jan-2026 06:29 PM,5.pdf (415.00 KB),1,3202923,AJIT KUMAR MANDAL,10-Nov-2025 10:51 AM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,Superintending Engineer,Internal,Superintending Engineer Asst. Executive Engineer(Estr.) Asst. Engineer (Estr.) Divisional Accountant Officer,Nihar Ranjan Behera,31-Jan-2026 06:16 PM,techsummary_560400.pdf (887.32 KB),AOC
,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3200342,ANIMESH MONDAL,09-Nov-2025 01:13 PM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3207670,Bhabesh Dhali,10-Nov-2025 02:34 PM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3197024,BIKRAM MONDAL,09-Nov-2025 10:19 AM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3197899,CHAPALA MANDAL,10-Nov-2025 09:19 AM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3192798,KAMALESH DAS,07-Nov-2025 07:15 PM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3202654,MADHABI MAJUMDAR,09-Nov-2025 05:54 PM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3191639,Malina Rari,08-Nov-2025 07:16 PM,Accepted-AOC,Winner in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3199102,PATHA RAY,10-Nov-2025 04:31 PM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3196396,PRAHALLAD DAS,08-Nov-2025 11:09 AM,Rejected-AOC,Unsuccessful in Lottery,31-Jan-2026 06:29 PM,,,,,,,AOC
