Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Executive Engineer,"O/O EE,Boudh Irrigation Division, Boudh",1.0,Fee/PreQual/Technical,.pdf,"Tender Cost,GST,PAN,Contractor RC,NRC,Affidavits,other relevent document",23-Sep-2025 10:00 AM,18-Oct-2025 11:00 AM,23-Sep-2025 10:00 AM,17-Oct-2025 05:30 PM,23-Sep-2025 10:00 AM ,06-Oct-2025 05:00 PM ,23-Sep-2025 10:00 AM,17-Oct-2025 05:30 PM,21-Nov-2025 11:00 AM,"2,49,700",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh","ACE,BOIC-03/2025-26",2025_CEBMT_118281_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement to service Road of LMC within RD 8450 M to 13000 M under SIP.,road,Please refer Tender documents. ,NA ,"2,49,62,000",Civil Works - Roads,NA ,Tender,90.0,365.0,Boudh,762014.0,NA ,NA ,NA ,"O/O EE,Boudh Irrigation Division, Boudh",No ,No,AOC,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_118281_4,"ACE,BOIC-03/2025-26",Improvement to service Road of LMC within RD 8450 M to 13000 M under SIP.,Technical,tender already opened 17.10.25,BISHNUPRIYA DEHURI,20-Nov-2025 12:12 PM,,executive engineer,Internal,,BISHNUPRIYA DEHURI,31-Dec-2025 04:47 PM,finsummary_553137.pdf (1511.62 KB),1.0,3132023.0,Omprasad Sahu,INR,"21,220,014",1,3130563,ABAKASH MISHRA,16-Oct-2025 04:04 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,23-Dec-2026,"INR 21,220,014",365.0,BISHNUPRIYA DEHURI,29-Jan-2026 01:30 PM,Wk4.pdf (1089.00 KB),ACE BOLANGIR,Internal,,BISHNUPRIYA DEHURI,20-Nov-2025 12:26 PM,21-Nov-2025 11:00 AM,techsummary_553137.pdf (559.97 KB),Finance,Financial bid held on dt.21.11.2025,BISHNUPRIYA DEHURI,23-Dec-2025 05:33 PM,,BOQ Comparative Chart,AOC
,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3132642,ABHISEK PANIGRAHI,17-Oct-2025 02:56 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3132641,ABINASH KUDEI,17-Oct-2025 02:52 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3132741,AMITABH RAUT,17-Oct-2025 03:41 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3113140,AMIYA RANJAN DASH,17-Oct-2025 12:13 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3129443,AMRITA HIRWANI,17-Oct-2025 02:31 AM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3124538,ANJALI RATHA,14-Oct-2025 12:30 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3130826,ANKIT KUMAR AGRAWAL,17-Oct-2025 05:55 AM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3122651,ASHISH KUMAR BEHERA,10-Oct-2025 06:09 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3131033,ASHISH SINGH,16-Oct-2025 01:48 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,AOC
