EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"85,800",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-10/2025-26,2025_CEMIB_121824_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,24-Nov-2025 10:00 AM,05-Dec-2025 11:00 AM,24-Nov-2025 10:00 AM,04-Dec-2025 05:30 PM,NA ,NA ,24-Nov-2025 10:00 AM,04-Dec-2025 05:30 PM,09-Dec-2025 06:55 PM,1.0,Fee/PreQual/Technical,.pdf,"Valid CDMS,GST,PAN, Reg certificate, No relation, Affidavits",Construction of Barapadasahi Check Dam near village Tikabali of Tikabali GP in Tikabali Block of Kandhamal district.,Construction of Barapadasahi Check Dam near village Tikabali of Tikabali GP in Tikabali Block of Kandhamal district.,Please refer Tender documents. ,NA ,"85,75,000",Civil Works - Others,CHECK DAM ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,S.E. MI Divn. Kandhamal,"O/o the S.E. MI Division, Kandhamal",1.0,ICICI BANK,1.0,Due Date Extended for tenders closing on 02-12-2025.,Admin Corrigendum Date Extend,,AOC,1,3272357,ANIL KUMAR PRADHAN,02-Dec-2025 01:29 PM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,12-Jan-2026,"INR 7,289,574",180.0,SURJYA NARAYANA PANIGRAHI,12-Jan-2026 02:06 PM,Barapadasahi.pdf (775.00 KB),AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,09-Dec-2025 06:22 PM,09-Dec-2025 06:55 PM,techsummary_566552.pdf (1050.43 KB),Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,12-Jan-2026 01:44 PM,finance_566552.pdf,BOQ Comparative Chart,Technical,Bid opening summary,SURJYA NARAYANA PANIGRAHI,09-Dec-2025 06:15 PM,technical_566552.pdf,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_121824_3,BID IDENTIFICATION NO-10/2025-26,Construction of Barapadasahi Check Dam near village Tikabali of Tikabali GP in Tikabali Block of Kandhamal district.,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,12-Jan-2026 01:56 PM,finsummary_566552.pdf (1050.43 KB),1.0,3271045.0,Kanhu Charan Dakua,INR,"7,289,574",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,2,3269014,AROON PRASAD SAHU,01-Dec-2025 12:30 PM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3271406,Ashok kumar jena,02-Dec-2025 07:54 AM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3271348,ASUTOSH BHATTA,02-Dec-2025 06:18 AM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3268815,BIBHUTI KUMAR PRADHAN,01-Dec-2025 08:56 AM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3271538,BIKASH CHANDRA DIHUDI,02-Dec-2025 10:19 AM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3267232,BIPLAB KESHARI SWAIN,29-Nov-2025 08:17 PM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3267326,Biren Kumar Pradhan,29-Nov-2025 08:58 PM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3271263,BISWAJEET PATTANAYAK,01-Dec-2025 11:42 PM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3267367,BISWAJIT PRADHAN,29-Nov-2025 09:35 PM,Rejected-AOC,Not qualified,12-Jan-2026 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
