Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
EXECUTIVE ENGINEER,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,02-Dec-2025 07:17 PM,06-Dec-2025 11:00 AM,techsummary_559460.pdf (790.52 KB),Finance,ok,Bidyut Prabha Padhy,13-Jan-2026 01:20 PM,,BOQ Comparative Chart,13-Jan-2026,"INR 4,743,974",90.0,Bidyut Prabha Padhy,13-Jan-2026 01:33 PM,2025_CERWI_120266_3.pdf (1542.00 KB),Successful Bidder,1,3186916,Allapa Ganapati Rao,05-Nov-2025 11:48 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,1.0,3187389.0,Santosh Kumar Panda,INR,"4,743,974",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_120266_3,Online Tender 10/MOHANA/2025-26,SR to RD road to Doraba for the year 2025-26,Technical,Documents to be verified,Bidyut Prabha Padhy,02-Dec-2025 07:09 PM,technical_559460.pdf,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,13-Jan-2026 01:27 PM,finsummary_559460.pdf (1541.61 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN","10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,Online Tender 10/MOHANA/2025-26,2025_CERWI_120266_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,29-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,29-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,29-Oct-2025 10:00 AM ,03-Nov-2025 05:00 PM ,29-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,06-Dec-2025 11:00 AM,EXECUTIVE ENGINEER,"O/o Executive Engineer, RW Division, Mohana Near Civil Court",SR to RD road to Doraba for the year 2025-26,SR to RD road to Doraba for the year 2025-26,Please refer Tender documents. ,NA ,"55,81,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Mohana,761015.0,NA ,NA ,NA ,"O/o Executive Engineer, RW Division, Mohana",No ,No,"55,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,3184128,Balya Ram Dalai,05-Nov-2025 01:30 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,3178504,BURADA CHIRANJIVI,03-Nov-2025 06:20 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3188225,D.HARISH KUMAR,06-Nov-2025 12:30 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3188027,HARI HARA SWAIN,06-Nov-2025 12:45 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3188262,HRUSIKESH MOHAPATRA,06-Nov-2025 04:40 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3188517,Jyoti Ranjan Nayak,06-Nov-2025 01:49 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3181844,Krushna Chandra Pradhan,04-Nov-2025 06:43 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3181499,Krushna Chandra Sahu,04-Nov-2025 05:10 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3186267,MADAN GOUDA,05-Nov-2025 08:56 PM,Rejected-AOC,All documents submitted.,13-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
