S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3081164.0,SAMBIT KUMAR JENA,INR,"31,282,466.28",31282466.28,Internal,Work awarded to 1st Lowest bidder,Durjyodhan Behera,07-Jan-2026 01:58 PM,finsummary_551825.pdf (41.02 KB),Technical,9 numbers bidder admitted,Subhadra Behera,17-Sep-2025 06:46 PM,,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_117775_7,CCE-BLS-NCB-22 of 2025-26,Construction of Flood resilient road from from Sunarangi-Kaupur Road under SDMF in the District of Bhadrak for the year 2025-26,Finance,9 Numbers bidder admitted,Saibalini Singh,04-Nov-2025 04:20 PM,,BOQ Comparative Chart,CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR RW CIRCLE BALASORE AND DAO R.W. DIVISION, BHADRAK",Durjyodhan Behera,30-Oct-2025 06:49 PM,04-Nov-2025 11:00 AM,techsummary_551825.pdf (2939.29 KB),1,3077191,ALLIANCE INDIA,15-Sep-2025 04:22 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,07-Jan-2026,"INR 31,282,466",270.0,Durjyodhan Behera,07-Jan-2026 02:04 PM,6948Sunarangi.pdf (718.00 KB),Work awarded to 1st lowest bidder,AOC,"CCE R.W.CIRCLE, BALASORE","O/o The CCE R.W.CIRCLE, BALASORE","3,67,990",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",08-Sep-2025 09:00 AM,17-Sep-2025 11:00 AM,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,08-Sep-2025 09:00 AM ,15-Sep-2025 05:00 PM ,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,04-Nov-2025 11:00 AM,Construction of Flood resilient road from from Sunarangi-Kaupur Road under SDMF in the District of Bhadrak for the year 2025-26,Construction of Flood resilient road from from Sunarangi-Kaupur Road under SDMF in the District of Bhadrak for the year 2025-26,Please refer DTCN ,NA ,"3,67,99,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE, BALASORE",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-22 of 2025-26,2025_CERWI_117775_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3083108,BAIKUNTHA NATH BARIK,16-Sep-2025 11:29 AM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT , MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3077932,Lambodhar Sankhua,12-Sep-2025 06:06 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3082190,Mr. Sanjay Kumar Mishra,15-Sep-2025 06:39 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3080604,Nirmal Chandra Rout,16-Sep-2025 01:46 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3080881,NITYA PRAKASH ROUT,15-Sep-2025 12:53 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3082657,RABINDRA KUMAR SAHOO,15-Sep-2025 09:54 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3081164,SAMBIT KUMAR JENA,15-Sep-2025 01:34 PM,Accepted-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3082363,SUBHAM ROUT,15-Sep-2025 07:47 PM,Rejected-AOC,L1,07-Jan-2026 02:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
