Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,"Estimator,DAO-I,EE",Jay Prakash Soren,15-Nov-2025 07:30 PM,17-Nov-2025 04:00 PM,techsummary_555548.pdf (201.13 KB),Finance,Financial opening,Jay Prakash Soren,18-Nov-2025 11:57 AM,finance_555548.pdf,BOQ Comparative Chart,01-Jan-2026,"INR 2,287,987",120.0,Jay Prakash Soren,01-Jan-2026 12:58 PM,loasaruguda.pdf (168.00 KB),1,3136612,ANSHUMAN KHADGARAY,19-Oct-2025 07:54 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,1.0,3137780.0,PRABHATKUMAR BISOI,INR,"1,945,017",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2025_CERWI_119367_2,EERWNGP Online 05 2025 26,S/R to Saruguda to Dengatotaguda (Road-A) such as Boxcell culvert (1x6x3) Ch 4/816 km in Nandahandi Block for the year 2025-26,Technical,Tender opening,Jay Prakash Soren,14-Nov-2025 11:56 AM,technical_555548.pdf,Executive Engineer,Internal,"Estimator,DAO,EE",Jay Prakash Soren,01-Jan-2026 12:51 PM,finsummary_555548.pdf (313.02 KB),AOC,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",S/R to Saruguda to Dengatotaguda (Road-A) such as Boxcell culvert (1x6x3) Ch 4/816 km in Nandahandi Block for the year 2025-26,S/R to Saruguda to Dengatotaguda (Road-A) such as Boxcell culvert (1x6x3) Ch 4/816 km in Nandahandi Block for the year 2025-26,Please refer to tender documents ,NA ,"22,87,987",Civil Works - Roads,NA ,Tender,90.0,120.0,Nandahandi,764078.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 05 2025 26,2025_CERWI_119367_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"22,880",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,13-Oct-2025 03:00 PM,22-Oct-2025 11:00 AM,13-Oct-2025 03:00 PM,20-Oct-2025 03:00 PM,13-Oct-2025 03:00 PM ,20-Oct-2025 03:00 PM ,13-Oct-2025 03:00 PM,20-Oct-2025 03:00 PM,17-Nov-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,License PAN Card GSTIN Affidavit and as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,2,3137286,KISHORE CHANDRA HARIJAN,20-Oct-2025 02:53 AM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Required machinery as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,3,3135078,Laxmikanta Disary,19-Oct-2025 11:00 AM,Rejected-Technical,Technically disqualified under eligibility criteria as per DTCN Format 2.7(b) towards machinery,15-Nov-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,AOC
,,,,,,,,,,,,,,,,,,,4,3136576,M/s NIRMAL KUMAR DEWAN,19-Oct-2025 07:40 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3137780,PRABHATKUMAR BISOI,20-Oct-2025 01:26 PM,Accepted-AOC,Awarded of contract,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3136699,PRASANNAJIT MISHRA,19-Oct-2025 08:57 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3128269,PRATIKRAJ DASH,14-Oct-2025 07:34 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3137988,Rajesh Ranjan Dash,20-Oct-2025 02:58 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3137953,SRIKANT KUMAR BISSOYI,20-Oct-2025 01:29 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3137375,SRIKUMAR BISWAS(S.C),20-Oct-2025 12:34 PM,Rejected-AOC,Disqualified in transparent lottery,01-Jan-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
