S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Date,Date,,"10,000",0.0,Nil,Nil,No,04-Nov-2025 09:35 AM,12-Nov-2025 11:30 AM,04-Nov-2025 09:35 AM,11-Nov-2025 05:00 PM,04-Nov-2025 09:35 AM ,10-Nov-2025 05:00 PM ,04-Nov-2025 09:35 AM,11-Nov-2025 05:00 PM,08-Dec-2025 05:50 PM,"58,890",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,07/EE/RW/AND/2025-26,2025_CERWI_120764_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, ANANDPUR",1.0,ICICI BANK,Construction of Weir Adjacent to H.L Bridge over Balli Nallah at 3rd km on Tikarsahi to Pancham road in the District of Keonjhar for the year 2024-25.,Construction of Weir Adjacent to H.L Bridge over Balli Nallah at 3rd km on Tikarsahi to Pancham road in the District of Keonjhar for the year 2024-25.,Please refer tender documents as per DTCN ,NA ,"58,89,108",Civil Works - Bridges,NA ,Tender,90.0,180.0,Salapada,758020.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, ANANDPUR",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIIN, PAN, R.C, Affidavit etc.",AOC,Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,08-Dec-2025 06:54 PM,finsummary_561668.pdf (219.93 KB),Technical,6 bidders bid the tender,Gitanjali Chakra,17-Nov-2025 04:30 PM,,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,2025_CERWI_120764_1,07/EE/RW/AND/2025-26,Construction of Weir Adjacent to H.L Bridge over Balli Nallah at 3rd km on Tikarsahi to Pancham road in the District of Keonjhar for the year 2024-25.,1.0,3182286.0,SUSANTA KUMAR BAL,INR,"5,006,330",1,3212958,ADAITA JENA,11-Nov-2025 02:05 PM,Rejected-AOC,Not win in lottery process,11-Jan-2026 08:46 PM,24-Dec-2025,"INR 5,889,108",180.0,Tusar Kanti Behera,11-Jan-2026 08:46 PM,AoCBalli.pdf (198.00 KB),Finance,6 nos bidders are qualified,Tusar Kanti Behera,08-Dec-2025 06:39 PM,,BOQ Comparative Chart,Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,08-Dec-2025 05:46 PM,08-Dec-2025 05:50 PM,techsummary_561668.pdf (219.93 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and all other required Documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,2,3206289,CHINTAMANI SAHOO,10-Nov-2025 12:36 PM,Rejected-AOC,Not win in lottery process,11-Jan-2026 08:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,3,3213626,LALATENDU NAYAK,11-Nov-2025 03:38 PM,Rejected-AOC,Not win in lottery process,11-Jan-2026 08:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3213362,Nishikanta Swain,11-Nov-2025 02:57 PM,Rejected-AOC,Not win in lottery process,11-Jan-2026 08:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3182286,SUSANTA KUMAR BAL,04-Nov-2025 08:06 PM,Accepted-AOC,Won the bid in lottery process,11-Jan-2026 08:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3213535,SWAGAT RANJAN BISWAL,11-Nov-2025 03:59 PM,Rejected-AOC,Not win in lottery process,11-Jan-2026 08:46 PM,,,,,,,,,,,,,,,,,,,,AOC
