Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
02-Jan-2026,"INR 2,853,271",30.0,Dipika Majhi,02-Jan-2026 02:11 PM,8330.pdf (1707.00 KB),S/R to Hazipur to Haladiapada Road RD from 4/300 km to 5/500 km Road for the year 2025-26,1,3160373,AKSHAYA KUMAR JENA,27-Oct-2025 05:01 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_119523_40,Tender Online - 04 of 2025-26,S/R to Hazipur to Haladiapada Road RD from 4/300 km to 5/500 km Road for the year 2025-26,1.0,3146590.0,Mahaveer Enterprises,INR,"2,853,271",Finance,Summary,Dipika Majhi,21-Nov-2025 03:11 PM,finance_556268.pdf,BOQ Comparative Chart,"SE,RW,JSPUR",Internal,,Dipika Majhi,02-Jan-2026 02:08 PM,finsummary_556268.pdf (1706.71 KB),"SE,RW,JSPUR",Internal,,Dipika Majhi,21-Nov-2025 03:19 PM,techsummary_556268.pdf (3285.39 KB),AOC,"O/O the Suptd. Engineer, R. W. Division,","O/O the Suptd. Engineer, R. W. Division,",15-Oct-2025 06:30 PM,29-Oct-2025 11:00 AM,16-Oct-2025 09:00 AM,28-Oct-2025 05:00 PM,16-Oct-2025 09:00 AM ,24-Oct-2025 03:00 PM ,16-Oct-2025 09:00 AM,28-Oct-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert, No Relation and affidavit towards Correctness Certificate","33,560",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 04 of 2025-26,2025_CERWI_119523_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Hazipur to Haladiapada Road RD from 4/300 km to 5/500 km Road for the year 2025-26,S/R to Hazipur to Haladiapada Road RD from 4/300 km to 5/500 km Road for the year 2025-26,Please refer Tender documents. ,NA ,"33,56,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,2,3154389,AMARESWAR DAS,26-Oct-2025 05:02 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,2.0,3153071.0,TUSHAR GANTAYAT,INR,"2,853,271",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3163633,AMRIT MOHANTY,28-Oct-2025 02:54 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,3.0,3161308.0,SASMITA MOHANTY,INR,"2,853,271",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3154039,ANIL KUMAR PATRA,26-Oct-2025 12:57 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3157278,ARABINDA SWAIN,27-Oct-2025 10:02 AM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3158996,ARYA KUMAR SUDHIRANJAN,27-Oct-2025 02:42 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3161543,BATAKRUSHNA SETHY,27-Oct-2025 10:07 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3133713,BHAGABAN PADHY,19-Oct-2025 10:17 AM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3157897,BHASKAR CHANDRA MOHAPATRA,27-Oct-2025 02:38 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3161100,DEBASISH MOHANTY,27-Oct-2025 09:14 PM,Rejected-Technical,L2,21-Nov-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
