Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,20-Dec-2025 07:57 PM,techsummary_561164.pdf (54.25 KB),1,3226056,ALOK SENAPATI,16-Nov-2025 11:39 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,22-Jan-2026,"INR 2,294,448",120.0,Pritam Pothal,22-Jan-2026 08:38 PM,NID140.pdf (1033.00 KB),"L1 bid of Sri SUBHAM MOHANTY selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",Finance,All the bids are downloaded successfully.,SATYENDRA PARIDA,19-Nov-2025 11:47 AM,finance_561164.pdf,BOQ Comparative Chart,1.0,3202390.0,SUBHAM MOHANTY,INR,"2,294,448","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_120601_7,e-Procurement Notice No.- 04 of 2025-26,NID-140- Protection to K.V. Right Embankment near Solapur Kaibarat Sahi.,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,20-Dec-2025 08:04 PM,finsummary_561164.pdf (1107.68 KB),AOC,03-Nov-2025 11:00 AM,18-Nov-2025 11:00 AM,03-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,03-Nov-2025 11:00 AM ,10-Nov-2025 05:30 PM ,03-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits undertakings N.R.C. and any other document as per SBD/DTCN,1.0,ICICI BANK,"27,000",Yes,fixed,,Nil,Nil,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Puri Odisha",NID-140- Protection to K.V. Right Embankment near Solapur Kaibarat Sahi.,Protection to K.V. Right Embankment near Solapur Kaibarat Sahi.,Please refer Tender Documents ,NA ,"26,99,033",Civil Works - Others,River Embankment ,Tender,90.0,120.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 04 of 2025-26,2025_CELBB_120601_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3188076,AUROBINDO MOHANTY,06-Nov-2025 12:08 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3227361,BABULI PRADHAN,15-Nov-2025 06:14 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3232065,BASANTA PRADHAN,17-Nov-2025 02:02 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3228489,BATAKRUSHNA NISHANK,15-Nov-2025 09:39 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3232409,CHANDRAKANTA BARAL,17-Nov-2025 02:56 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3229651,CLAVAX POWER PRIVATE LIMITED,17-Nov-2025 11:41 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3232984,DEBASMITA KHANDUAL,17-Nov-2025 04:56 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3232402,DIBYANSU SEKHAR BEHERA,17-Nov-2025 02:58 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3230982,Gyanendra Dhar,17-Nov-2025 11:49 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
