Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er Subhrata Meher,Internal,,Subhrata Meher,12-Jan-2026 07:48 PM,techsummary_566361.pdf (244.75 KB),1,3266526,AJIT KUMAR DASH,29-Nov-2025 02:34 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,12-Jan-2026,"INR 1,714,271",90.0,Subhrata Meher,12-Jan-2026 07:54 PM,Result.pdf (543.00 KB),Finance,19 Bidders.,Subhrata Meher,06-Dec-2025 06:00 PM,,BOQ Comparative Chart,1.0,3264946.0,Janmajaya Meher,INR,"1,714,271",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_121753_5,BI No.Tender Online SNPR-10 of 2025-26.,S/R to CHERUPALI MAHADA RD ROAD TO PAHANDI 0/000 TO 1/584 KM,Er Subhrata Meher,Internal,,Subhrata Meher,12-Jan-2026 07:51 PM,finsummary_566361.pdf (244.75 KB),AOC,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,S/R to CHERUPALI MAHADA RD ROAD TO PAHANDI 0/000 TO 1/584 KM,Civil Road Works,Please refer Tender documents. ,NA ,"20,17,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-10 of 2025-26.,2025_CERWI_121753_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,ICICI BANK,22-Nov-2025 09:00 AM,01-Dec-2025 11:00 AM,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,22-Nov-2025 09:00 AM ,28-Nov-2025 04:00 PM ,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,"20,170",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3266156,BALARAM BARIHA,29-Nov-2025 01:52 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,3,3262455,BIGHNARAJ PRADHANI,28-Nov-2025 02:21 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3252994,Debaranjan Tripathy,26-Nov-2025 10:55 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3266267,DHIRENDRA KUMAR PATEL,29-Nov-2025 01:55 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3266626,DIBYA KUMAR MAJHI,29-Nov-2025 03:38 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3265668,DINESH AGRAWAL,29-Nov-2025 10:50 AM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3262669,JAGABANDHU DASH,28-Nov-2025 11:34 AM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3264946,Janmajaya Meher,28-Nov-2025 07:03 PM,Accepted-AOC,Work awarded in regular lottery system,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3258553,JOGESWAR AGRAWAL,26-Nov-2025 08:39 PM,Rejected-AOC,Rejected,12-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
