Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,15-Jan-2026 04:21 PM,techsummary_563656.pdf (2533.63 KB),PHEO||PH Circle Bhawanipatna||PH Division Balangir,2025_PHEO_121153_3,ACEPHBGR 11/2025-26,Installation of different dia bulk flow meter at distribution system of Subarnapur town.,1.0,3226588.0,J.B.S. Construction,INR,"1,582,446",1,3253730,ANKITA SAHU,26-Nov-2025 04:41 PM,Rejected-Finance,Due to transparent Lottery,15-Jan-2026 04:24 PM,15-Jan-2026,"INR 1,861,482.6",90.0,Indrajit Sahu,15-Jan-2026 04:27 PM,2.pdf (2372.00 KB),L1 bidder has responded,Finance,Opening Summary,Indrajit Sahu,27-Nov-2025 01:17 PM,finance_563656.pdf,BOQ Comparative Chart,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,15-Jan-2026 04:24 PM,finsummary_563656.pdf (2371.58 KB),AOC,1.0,ICICI BANK,12-Nov-2025 01:30 PM,27-Nov-2025 11:00 AM,12-Nov-2025 01:30 PM,26-Nov-2025 05:00 PM,12-Nov-2025 01:30 PM ,21-Nov-2025 05:00 PM ,12-Nov-2025 01:30 PM,26-Nov-2025 05:00 PM,1.0,The following changes are made in the BOQ,Technical Bid,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor Registration Certificate, Experience Certificate etc.","6,000",0.0,Nil,Nil,No,"Additional Chief Engineer, P.H. Division, Balangir","Additional Chief Engineer, P.H. Division, Balangir",PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 11/2025-26,2025_PHEO_121153_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"18,615",Yes,percentage,1.0%,Nil,Nil,Installation of different dia bulk flow meter at distribution system of Subarnapur town.,Installation of different dia bulk flow meter at distribution system of Subarnapur town.,Please refer DTCN ,NA ,"18,61,483",Civil Works - Water Works,NA ,Tender,120.0,90.0,Subarnapur Municipality,767017.0,NA ,NA ,NA ,"Additional Chief Engineer, P.H. Division, Balangir",No ,No,AOC
,,,,,,,,,,,,,,,2,3257831,ASHI ENGINEERING PROP. SASANKA SEKHAR SENAPATI,26-Nov-2025 04:40 PM,Rejected-Finance,Due to transparent Lottery,15-Jan-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3251954,ELEADEL,26-Nov-2025 04:12 PM,Rejected-Finance,Due to transparent Lottery,15-Jan-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3226588,J.B.S. Construction,15-Nov-2025 10:36 AM,Accepted-AOC,Awarded as per OPWDf code,15-Jan-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3257842,Sunil Ranjan Mallick,26-Nov-2025 04:45 PM,Rejected-Finance,Due to transparent Lottery,15-Jan-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
