S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1.0,3192032.0,PRIYA RANJAN SAHA,INR,"4,635,994",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120166_39,06(Online)/RWD/BPD/2025-26,Construction of 2 nos F-type Qtr at CHITRADA PHC under MORADA Block in the Mayurbhanj District for the year 2023-24.(State Plan),1,3212268,NABAJYOTI PATRA,11-Nov-2025 12:44 PM,Rejected-AOC,unsuccessful tenderer,26-Jan-2026 06:33 PM,05-Jan-2026,"INR 4,635,994",270.0,Rajesh Pradhan,26-Jan-2026 06:33 PM,293.pdf (533.00 KB),R.Pradhan,Internal,,Rajesh Pradhan,20-Dec-2025 01:55 PM,finsummary_561521.pdf (191.75 KB),Technical,.,Dibyamayee Behera,27-Nov-2025 12:15 PM,technical_561521.pdf,R.Pradhan,Internal,,Dibyamayee Behera,27-Nov-2025 12:17 PM,27-Nov-2025 03:00 PM,techsummary_561521.pdf (176.24 KB),Finance,.,Rajesh Pradhan,20-Dec-2025 01:48 PM,finance_561521.pdf,BOQ Comparative Chart,AOC,1,ICICI BANK,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,06(Online)/RWD/BPD/2025-26,2025_CERWI_120166_39,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,04-Nov-2025 11:00 AM ,12-Nov-2025 03:00 PM ,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,27-Nov-2025 03:00 PM,Construction of 2 nos F-type Qtr at CHITRADA PHC under MORADA Block in the Mayurbhanj District for the year 2023-24.(State Plan),Construction of 2 nos F-type Qtr at CHITRADA PHC under MORADA Block in the Mayurbhanj District for the year 2023-24.(State Plan),Please refer Tender documents. ,NA ,"54,55,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,1,Fee/PreQual/Technical,.pdf,"RC PAN GSTIN Notarised Agt.copy of Electrical Contractor, Affidavit and other documents as per DTCN","54,550",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",AOC
,,,,,,,,,2,3192032,PRIYA RANJAN SAHA,11-Nov-2025 03:35 PM,Accepted-AOC,Lottery winner,26-Jan-2026 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,,,,,,,,,,,,,,AOC
