Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Rajendra Narayan Senapati,Internal,"BDO, Addl EO (Tech), AEE, AE, BFO, JE, CP, SO, SRA, JRA",Rajendra Narayan Senapati,23-Nov-2025 12:24 PM,techsummary_550384.pdf (883.76 KB),08-Jan-2026,"INR 2,368,025",120.0,Rajendra Narayan Senapati,08-Jan-2026 07:35 PM,GPLFBURDA.pdf (125.00 KB),Dukhiram Sahu selected through Transparent Lottery Process and done Agreement on Dtd.16-12-2025,1,3086396,AMAR KUMAR SINGH,18-Sep-2025 02:36 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,Finance,All 13 nos of BID admitted,Rajendra Narayan Senapati,14-Oct-2025 10:30 AM,finance_550384.pdf,BOQ Comparative Chart,1.0,3086473.0,DUKHIRAM SAHU,INR,"2,368,025",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Sambalpur||RAIRAKHOL Block,2025_PRRAI_117294_1,P.S/RAIR/SBP/DEV/01/2025-26,Construction of GPLF Office Building with Market Complex at Burda GP,Rajendra Narayan Senapati,Internal,"Supriya Biswal, khirabdhi Tanaya Padhy, Sanghamitra Seth, Kodanda Pradhan, Tikun Kishan, Indramani Munda, Sudhanshu Sekhar Singh, Debabrata Behera",Rajendra Narayan Senapati,08-Jan-2026 04:49 PM,finsummary_550384.pdf (86.64 KB),AOC,"6,000",Block Development Officer,Rairakhol,No,Construction of GPLF Office Building with Market Complex at Burda GP,Construction of GPLF Office Building with Market Complex at Burda GP,Please refer Tender documents. ,NA ,"23,70,396",Civil Works - Buildings,NA ,Tender,90.0,NA ,Burda GP,768106.0,NA ,NA ,NA ,"Panchayat Samiti, Rairakhol",No ,No,1.0,BG - Bank Guarantee,"23,704",Yes,percentage,1.0%,Block Development Officer,Rairakhol,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,25-Aug-2025 12:00 PM,10-Oct-2025 11:00 AM,25-Aug-2025 12:00 PM,22-Sep-2025 05:00 PM,NA ,NA ,25-Aug-2025 12:00 PM,22-Sep-2025 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Sambalpur||RAIRAKHOL Block,P.S/RAIR/SBP/DEV/01/2025-26,2025_PRRAI_117294_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,Block Development Officer,"Panchayat Samiti, Rairakhol",1.0,Date corrigendum,Date,,AOC
,,,,,,,,,,,,,2,3085749,ARIN PRADHAN,18-Sep-2025 07:40 AM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,TD- Term Deposit,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3094102,BINAYAKA SAHOO,22-Sep-2025 12:18 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3088157,DEBI PRASAD MOHARANA,19-Sep-2025 01:53 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3087203,DINESH PRADHAN,18-Sep-2025 09:37 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3086473,DUKHIRAM SAHU,18-Sep-2025 03:07 PM,Accepted-AOC,Accepted through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3088337,KSHIROD KUMAR MAHAKHUD,19-Sep-2025 03:16 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3094824,NUTAN KUMAR PRADHAN,22-Sep-2025 02:43 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3088301,SISIRA KANTA NAIK,19-Sep-2025 03:01 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3084644,SUBRAT KUMAR HOTA,17-Sep-2025 05:08 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
