EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"30,600",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,1,ICICI BANK,installation and Energisation of Kalipoi L.I.P under Hindol Block in Dhenkanal District.,installation and Energisation of Kalipoi L.I.P under Hindol Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"30,59,967",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",26-Nov-2025 03:00 PM,05-Dec-2025 11:00 AM,26-Nov-2025 03:00 PM,04-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 03:00 PM,04-Dec-2025 05:00 PM,22-Dec-2025 09:00 AM,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",AOC,EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,17-Jan-2026 07:51 PM,finsummary_567180.pdf (60.04 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_27,EEDKL(OLIC)-03/2025-26,installation and Energisation of Kalipoi L.I.P under Hindol Block in Dhenkanal District.,Technical,Opened,PRATYUSA KUMAR MALLA,09-Dec-2025 03:40 PM,,1.0,3271135.0,"M/S GURUKRUPA CONSTRUCTION, PROPRIETOR , TRUPTI SINGH",INR,"3,059,355.04",1,3276973,ABHIRAM DASH,04-Dec-2025 12:09 PM,Rejected-Finance,L2 Bidder,17-Jan-2026 07:51 PM,17-Jan-2026,"INR 3,059,355.04",90.0,BIJAY KUMAR TARAI,17-Jan-2026 07:54 PM,Tech.pdf (60.00 KB),Awarded,Finance,Opened,BIJAY KUMAR TARAI,23-Dec-2025 07:35 PM,,BOQ Comparative Chart,EE,Internal,DAO Estimator,BIJAY KUMAR TARAI,20-Dec-2025 11:05 PM,22-Dec-2025 09:00 AM,techsummary_567180.pdf (110.49 KB),AOC
,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,2,3271135,"M/S GURUKRUPA CONSTRUCTION, PROPRIETOR , TRUPTI SINGH",01-Dec-2025 10:15 PM,Accepted-AOC,Awarded,17-Jan-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,AOC
