Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"GST, PAN, LICENSE, TURN OVER, EXPERIENCE, AFFIDAVIT","10,000",0.0,Nil,Nil,No,1.0,corrigendum,Other,,Replacement of old CWRM along with other ancillary work at Bhawanipatna Municipality,Replacement of old CWRM along with other ancillary work at Bhawanipatna Municipality,Please refer Tender documents. ,NA ,"2,62,58,430",Civil Works - Water Works,NA ,Tender,120.0,180.0,BHAWANIPATNA,766001.0,NA ,NA ,NA ,BHAWANIPATNA,No ,No,"2,62,584",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,ADDITIONAL CHIEF ENGINEER PH DIVISION BHAWANIPATNA,BHAWANIPATNA,26-Sep-2025 06:00 PM,13-Oct-2025 11:30 AM,26-Sep-2025 06:00 PM,10-Oct-2025 05:00 PM,26-Sep-2025 06:00 PM ,06-Oct-2025 05:00 PM ,26-Sep-2025 06:00 PM,10-Oct-2025 05:00 PM,10-Nov-2025 12:00 PM,PHEO||PH Circle Bhawanipatna||PH Division Bhawanipatna,ACEPH BHPT 40 of 2025-26,2025_PHEO_118780_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,ACE PHD BHAWANIPATNA,Internal,,Anupama Sahoo,07-Nov-2025 06:07 PM,10-Nov-2025 12:00 PM,techsummary_554376.pdf (461.68 KB),PHEO||PH Circle Bhawanipatna||PH Division Bhawanipatna,2025_PHEO_118780_1,ACEPH BHPT 40 of 2025-26,Replacement of old CWRM along with other ancillary work at Bhawanipatna Municipality,1.0,3122545.0,BIJAN ROUT,INR,"22,322,291",Technical,tender has opened,Anupama Sahoo,16-Oct-2025 11:29 AM,technical_554376.pdf,1,3122545,BIJAN ROUT,10-Oct-2025 04:33 PM,Accepted-AOC,L1,12-Jan-2026 05:45 PM,Finance,The financial bid is hereby opened,Subrat Kumar Das,12-Nov-2025 12:32 PM,finance_554376.pdf,BOQ Comparative Chart,12-Jan-2026,"INR 22,322,291",180.0,Subrat Kumar Das,12-Jan-2026 05:45 PM,ALL.pdf (2829.00 KB),AGREEMENT DRAWN ON DTD 27.11.2025,ACE PHD BHAWANIPATNA,Internal,,Subrat Kumar Das,12-Jan-2026 05:42 PM,finsummary_554376.pdf (2828.55 KB),AOC
,,.pdf,OTHER RELEVANT DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3113255,M/S GAURAV INFRA,06-Oct-2025 09:31 PM,Rejected-Technical,Technical Dis Qualified,07-Nov-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3119987,NILENDRI SAHOO,09-Oct-2025 03:35 PM,Rejected-Technical,Technical Dis Qualified,07-Nov-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3120991,PRABHAT DHAL,10-Oct-2025 12:10 PM,Rejected-AOC,L2,12-Jan-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3121408,SANGRAM SWAIN,10-Oct-2025 10:43 AM,Rejected-Technical,Technical Dis Qualified,07-Nov-2025 06:07 PM,,,,,,,,,,,,,,,,,,,,AOC
