Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",0.0,Nil,Nil,No,13-Nov-2025 03:00 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:00 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN","15,950",Yes,percentage,1.0%,Nil,Nil,"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar",1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Periodical Maintenance of Kalika - Malipal for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"15,94,987",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,AOC,Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,30-Nov-2025 05:49 PM,techsummary_564000.pdf (481.74 KB),Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,16-Jan-2026 12:53 PM,finsummary_564000.pdf (728.79 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,30-Nov-2025 05:37 PM,,BOQ Comparative Chart,1,3237869,LUTFA KHATUN,19-Nov-2025 01:32 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,1.0,3237396.0,PRAVATI MOHANTY,INR,"1,355,898",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_46,SE/RW/Jls- 10/2025-26,Periodical Maintenance of Kalika - Malipal for the year 2025-26.,16-Jan-2026,"INR 1,594,987",90.0,Nirupama Sankhua,16-Jan-2026 12:58 PM,kalikaworkorder.pdf (529.00 KB),AOC
,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3236012,M/S SANGRAM KUMAR KARAN,18-Nov-2025 05:25 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3233586,NARAYAN CHANDRA DAS,17-Nov-2025 08:58 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3237302,PANKAJ KUMAR PATRA,19-Nov-2025 11:09 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3237396,PRAVATI MOHANTY,19-Nov-2025 11:35 AM,Accepted-AOC,The work order has issued to the agency.,16-Jan-2026 12:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3237162,RAJESH KUMAR GHOSH,19-Nov-2025 10:41 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3234220,SANYASI BHUYAN,18-Nov-2025 01:32 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3236795,SEKHAR MOHANTY,19-Nov-2025 12:20 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3233275,SHANTANU GIRI,17-Nov-2025 10:10 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3233662,SURAJ KUMAR DEY,18-Nov-2025 11:53 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Jan-2026 12:53 PM,,,,,,,,,,,,,,,,AOC
