Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
12-Jan-2026,"INR 1,860,431.35",180.0,Ajaya Kumar Pradhan,12-Jan-2026 12:14 PM,1971.pdf (399.00 KB),"PA,ITDA, AEE,ITDA, Gunupur",1,2952239,BASUDEB DAS,05-Jun-2025 12:15 PM,Rejected-Finance,Not Sucess in the Lottery Process,12-Jan-2026 12:11 PM,1.0,2952977.0,MOHAMMAD MOIN,INR,"1,860,431.35",ST and SC Development Deptt||ITDA Gunupur,2025_STSCD_113765_20,ITDAGNP-03/2024-25,Construction of Multi purpose Community cum Cultural centres (MPCC )Near at Masjid under Muniguda Block,Technical,Tecnical Evalation,Ajaya Kumar Pradhan,05-Jul-2025 06:30 PM,technical_540953.pdf,Collector Rayagada,Internal,"PA,ITDA, AEE,ITDA, Gunupur",Ajaya Kumar Pradhan,12-Jan-2026 12:11 PM,finsummary_540953.pdf (843.26 KB),Finance,technical Evalation,Ajaya Kumar Pradhan,12-Jan-2026 12:07 PM,finance_540953.pdf,BOQ Comparative Chart,Collector Rayagada,Internal,"PA,ITDA, AEE,ITDA, SERWD,Gunupur",Ajaya Kumar Pradhan,05-Jul-2025 06:33 PM,07-Jul-2025 11:00 AM,techsummary_540953.pdf (164.81 KB),AOC,Construction of Multi purpose Community cum Cultural centres (MPCC )Near at Masjid under Muniguda Block,Building work,Please refer Tender documents. ,NA ,"21,88,485",Civil Works - Buildings,NA ,Tender,90.0,180.0,Gunupur,765022.0,NA ,NA ,NA ,"O/o Project Administrator, ITDA, Gunupur",No ,No,"Projrct Administrator, ITDA, Gunupur","Projrct Administrator, ITDA, Gunupur","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Papercost,EMD.Contractorlicense, Affidavit, PAN, GSTIN and other document as per DTCN","21,885",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,23-May-2025 05:00 PM,06-Jun-2025 11:00 AM,23-May-2025 05:00 PM,05-Jun-2025 05:00 PM,23-May-2025 05:00 PM ,05-Jun-2025 05:00 PM ,23-May-2025 05:00 PM,05-Jun-2025 05:00 PM,07-Jul-2025 11:00 AM,ST and SC Development Deptt||ITDA Gunupur,ITDAGNP-03/2024-25,2025_STSCD_113765_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,2952918,MAHAMMAD ARIF,05-Jun-2025 04:04 PM,Rejected-Finance,Not Sucess in the Lottery Process,12-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,2952756,MAHAMMAD IMRAN,05-Jun-2025 03:10 PM,Rejected-Finance,Not Sucess in the Lottery Process,12-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,2952977,MOHAMMAD MOIN,05-Jun-2025 04:23 PM,Accepted-AOC,Awarded to Lowest 1,12-Jan-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,2952853,TANGUDU KALYAN KUMAR,05-Jun-2025 03:45 PM,Rejected-Finance,Not Sucess in the Lottery Process,12-Jan-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
