Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
S/R to 1 no D type Staff Qtr at Tangi Fire station for the year 2025-26.,S/R to 1 no D type Staff Qtr at Tangi Fire station for the year 2025-26.,Please refer tender documents ,NA ,"1,13,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,1.0,ICICI BANK,14-Oct-2025 05:55 PM,22-Oct-2025 11:00 AM,14-Oct-2025 05:55 PM,20-Oct-2025 05:00 PM,NA ,NA ,14-Oct-2025 05:55 PM,20-Oct-2025 05:00 PM,"1,130",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No.13 of 25-26,2025_CERWI_119265_51,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,SE RWD BBSR,O/o the SE RWD BBSR,600.0,0.0,Nil,Nil,No,AOC,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,13-Jan-2026 12:43 PM,techsummary_555989.pdf (841.07 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,13-Jan-2026 12:50 PM,finsummary_555989.pdf (841.07 KB),Finance,15 nos of bidder are participated.,Shrabani Routray,23-Oct-2025 06:42 PM,,BOQ Comparative Chart,13-Jan-2026,"INR 95,581.89",60.0,Nirmal Chandra Jena,13-Jan-2026 12:54 PM,dtypestaffqtr.pdf (841.00 KB),AoC,1,3134014,BIROJ KUMAR RATH,20-Oct-2025 11:38 AM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,1.0,3136953.0,PRAKASH KUMAR SAHOO,INR,"95,581.89",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119265_51,TCN No.13 of 25-26,S/R to 1 no D type Staff Qtr at Tangi Fire station for the year 2025-26.,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3137607,GUNA CHANDRA BEHERA,20-Oct-2025 12:23 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3138186,KAILASH CHANDRA PATTANAIK,20-Oct-2025 02:13 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3137908,KAMALJIT PRADHAN,20-Oct-2025 01:22 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3137641,KOHINOOR PARWIN,20-Oct-2025 12:33 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3133956,NAROTTAM MALLIK,20-Oct-2025 11:48 AM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3137583,NRUSINGH CHARAN SAMANTARAY,20-Oct-2025 12:23 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3138367,PRADEEP MOHANTY,20-Oct-2025 03:28 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3136953,PRAKASH KUMAR SAHOO,20-Oct-2025 08:05 AM,Accepted-AOC,L1 Bidder,13-Jan-2026 12:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3134188,PRANAYA PRATIK PATTANAIK,18-Oct-2025 01:42 PM,Rejected-Finance,Quoted Rate at CSR,13-Jan-2026 12:50 PM,,,,,,,,,,AOC
