Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,All are admitted.,Kiranbala Samantaray,19-Dec-2025 06:13 PM,,BOQ Comparative Chart,1.0,3303436.0,PRADEEP KUMAR SAMANTRAY,INR,"1,251,283",Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Nawarangapur KL,2025_DFNWK_122339_2,DFO KL NGP FE CC 01 2025 26,Construction of 1No of Forest Guard Quarter at Deobandh CG Campus of Chanadahandi KL Range of Nabarangpur KL Division,Smt. Kiranbala Samantaray,Internal,Sri Nrusingh Prasad Patnaik Sri Santosh Kumar Sunani Sri Tapan Kumar Parichha Miss Roma Choudhury,Kiranbala Samantaray,23-Dec-2025 05:29 PM,finsummary_570043.pdf (836.66 KB),Smt. Kiranbala Samantaray,Internal,Sri Nrusingh Prasad Patnaik Sri Santosh Kumar Sunani Sri Tapan Kumar Parichha Miss Roma Choudhury,Kiranbala Samantaray,19-Dec-2025 06:18 PM,techsummary_570043.pdf (781.95 KB),1,3309642,ANSHUMAN KHADGARAY,16-Dec-2025 09:18 PM,Rejected-Finance,Not lowest bidder,23-Dec-2025 05:29 PM,30-Dec-2025,"INR 1,251,283",90.0,Kiranbala Samantaray,05-Jan-2026 12:47 PM,WorkOrderChandahandiKLRangeDeobandhFGQtr.pdf (1207.00 KB),Contract awarded to Sri Pradeep Kumar Samantaray as L1 Bidder and lottery winner,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST and IT Updated Details, Electrical license, PAN Card",DFO KL Nabarangpur,O/o DFO Nabarangpur(KL),"6,000",Nil,Nil,Yes,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Nawarangapur KL,DFO KL NGP FE CC 01 2025 26,2025_DFNWK_122339_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"17,515",No,fixed,,Nil,Nil,Construction of 1No of Forest Guard Quarter at Deobandh CG Campus of Chanadahandi KL Range of Nabarangpur KL Division,CIVIL EI GPH,Please refer Tender documents. ,NA ,"14,71,924",Civil Works - Buildings,NA ,Tender,90.0,90.0,Chandahandi,764077.0,NA ,NA ,NA ,O/o DFO Nabarangpur(KL),No ,No,08-Dec-2025 05:30 PM,19-Dec-2025 11:30 AM,08-Dec-2025 05:30 PM,18-Dec-2025 05:30 PM,NA ,NA ,08-Dec-2025 05:30 PM,18-Dec-2025 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3314471,GOPAL MAJHI,18-Dec-2025 04:35 PM,Rejected-AOC,lose in lottery system,05-Jan-2026 12:47 PM,,,,,,,,AOC,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3314685,MANAS RANJAN DAS,18-Dec-2025 04:45 PM,Rejected-AOC,lose in lottery system,05-Jan-2026 12:47 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3303436,PRADEEP KUMAR SAMANTRAY,16-Dec-2025 10:09 PM,Accepted-AOC,Winner of lottery system,05-Jan-2026 12:47 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3309482,SUJIT KUMAR NAYAK,16-Dec-2025 08:09 PM,Rejected-Finance,Not lowest bidder,23-Dec-2025 05:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
