Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate","S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",S/R to Bhagatpur Kanheipur Salagaon Road for the year 2025-26,S/R to Bhagatpur Kanheipur Salagaon Road for the year 2025-26,Refer tender document ,NA ,"8,42,931",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,"8,429",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18-Oct-2025 09:00 AM,31-Oct-2025 11:00 AM,18-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,18-Oct-2025 09:00 AM ,29-Oct-2025 05:00 PM ,18-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,AOC,Superintending Engineer,Internal,"DAO , AE (Estimator)",Debipriya Mohanty,09-Jan-2026 04:14 PM,finsummary_556914.pdf (1182.09 KB),Superintending Engineer,Internal,"DAO , AE (Estimator)",Debipriya Mohanty,09-Jan-2026 04:04 PM,techsummary_556914.pdf (1977.44 KB),1.0,3164891.0,SEPHALI NAYAK,INR,"716,576",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_32,RWD CTC-07/2025-26,S/R to Bhagatpur Kanheipur Salagaon Road for the year 2025-26,1,3146721,Alekha Chandra Bastia,23-Oct-2025 08:40 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,13-Jan-2026,"INR 716,576",30.0,Sudhakar Naik,13-Jan-2026 02:27 PM,wo.pdf (1182.00 KB),AOC,Finance,Download,Debipriya Mohanty,09-Jan-2026 03:58 PM,finance_556914.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3157934,DIPAK KUMAR PRUSTY,28-Oct-2025 03:25 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3149127,ISWAR CHANDRA SETHY,28-Oct-2025 06:18 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3164674,LISA MAJHI,28-Oct-2025 10:19 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3163316,MAMATA SAHU,29-Oct-2025 03:11 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3159037,"M/S. AMIT CONSTRUCTION, PROP. AMIT MOHAMANSINGH",27-Oct-2025 01:39 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3164885,NIRUPAMA SETHI,28-Oct-2025 09:54 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3167217,PRAKASH CHANDRA BHUYAN,30-Oct-2025 11:40 AM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3167347,PRATAP KUMAR PRADHAN,30-Oct-2025 01:14 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3164944,PRATIKSHYA PRIYADARSINI ROUT,28-Oct-2025 09:40 PM,Rejected-Finance,Not Qualified in lottery,09-Jan-2026 04:14 PM,,,,,,,,,,,,,,AOC
