Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar","6,000",0.0,Nil,Nil,No,"29,912",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Routine Special Repair of Tapundia to Guapada for the year 2025-26.of PWD Road to Matikhana Road for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"29,91,164",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",13-Nov-2025 03:15 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:15 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:15 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:15 PM,19-Nov-2025 05:00 PM,AOC,Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,30-Nov-2025 07:19 PM,techsummary_564009.pdf (481.74 KB),Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,19-Jan-2026 04:46 PM,finsummary_564009.pdf (848.56 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,30-Nov-2025 07:04 PM,,BOQ Comparative Chart,1,3238507,AJIT KUMAR JENA,19-Nov-2025 04:47 PM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,1.0,3236988.0,HARAMOHAN SAHU,INR,"2,542,788",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_52,SE/RW/Jls- 10/2025-26,Routine Special Repair of Tapundia to Guapada for the year 2025-26.of PWD Road to Matikhana Road for the year 2025-26.,19-Jan-2026,"INR 2,991,164",90.0,Nirupama Sankhua,19-Jan-2026 04:53 PM,guapadaworkorder.pdf (588.00 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3235367,ANANTA KUMAR JENA,18-Nov-2025 02:25 PM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3236906,Anjan kumar Das,19-Nov-2025 04:25 AM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3234814,ARATIMANI DAS,19-Nov-2025 02:20 PM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3238503,BHAGYASHREE JENA,19-Nov-2025 03:40 PM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3237227,BIKASH SAHU,19-Nov-2025 11:44 AM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3237981,BISNU RANJAN DAS,19-Nov-2025 01:31 PM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3233185,CHINMAY MOHAPATRA,19-Nov-2025 10:00 AM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3238533,DHANANJAY MASANTA,19-Nov-2025 04:15 PM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3237264,DINESH KUMAR PAL,19-Nov-2025 11:06 AM,Rejected-Finance,The bidder has not selected through the lottery system.,19-Jan-2026 04:46 PM,,,,,,,,,,,,,,,,AOC
