Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
EE,Internal,DAo estimator,BIJAY KUMAR TARAI,18-Jan-2026 10:12 AM,finsummary_566873.pdf (60.04 KB),18-Jan-2026,"INR 3,282,858.65",90.0,BIJAY KUMAR TARAI,18-Jan-2026 10:14 AM,Tech.pdf (60.00 KB),Awarded,Finance,Opened,BIJAY KUMAR TARAI,22-Dec-2025 09:38 PM,,BOQ Comparative Chart,1,3276934,Pinaki Mishra,04-Dec-2025 02:38 AM,Accepted-AOC,Awarded,18-Jan-2026 10:14 AM,Technical,opened,PRATYUSA KUMAR MALLA,08-Dec-2025 12:37 PM,,1.0,3276934.0,Pinaki Mishra,INR,"3,282,858.65",Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,2025_OLIC_121931_9,EEDKL(OLIC)-03/2025-26,installation and Energisation of Chandrasekharprrasad-III L.I.P under Dhenkanal Block in Dhenkanal District.,EE,Internal,DAOEstimator,BIJAY KUMAR TARAI,20-Dec-2025 09:56 PM,22-Dec-2025 09:00 AM,techsummary_566873.pdf (110.49 KB),AOC,1,ICICI BANK,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Dhenkanal,EEDKL(OLIC)-03/2025-26,2025_OLIC_121931_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"34,593",Yes,fixed,,Nil,Nil,1.0,error in fees structure,Fee,,"7,080",0.0,Nil,Nil,No,25-Nov-2025 02:30 PM,05-Dec-2025 11:00 AM,25-Nov-2025 02:30 PM,04-Dec-2025 05:00 PM,NA ,NA ,25-Nov-2025 02:30 PM,04-Dec-2025 05:00 PM,22-Dec-2025 09:00 AM,1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD in online mode, RC, PAN, GST, Affidavit and others as per DTCN",installation and Energisation of Chandrasekharprrasad-III L.I.P under Dhenkanal Block in Dhenkanal District.,installation and Energisation of Chandrasekharprrasad-III L.I.P under Dhenkanal Block in Dhenkanal District.,Please refer Tender documents. ,NA ,"34,59,282",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"EE, LI Division, Dhenkanal",No ,No,"EE, LI Division, Dhenkanal","EE, LI Division, Dhenkanal",AOC
,,,,,,,,,,,,,,,,,,,2,3278087,saumendu sutar,04-Dec-2025 02:02 PM,Rejected-Finance,L2 Bidder,18-Jan-2026 10:12 AM,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
