Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Financial bid opened for 2 nos. bidders,BADAL CHANDRA CHOUDHURY,15-Dec-2025 12:39 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,09-Dec-2025 11:43 AM,10-Dec-2025 10:00 AM,techsummary_559766.pdf (547.07 KB),1,3204305,Ambika Prasad Samal,09-Nov-2025 11:28 PM,Rejected-Finance,Unsuccess bidder,09-Jan-2026 01:35 PM,10-Jan-2026,"INR 3,444,173",120.0,BADAL CHANDRA CHOUDHURY,17-Jan-2026 02:26 PM,P36.pdf (2233.00 KB),1.0,3198330.0,M/S SOUDAMINI ELECTRICAL WORKS,INR,"3,444,173",Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,09-Jan-2026 01:35 PM,finsummary_559766.pdf (547.07 KB),Technical,2 nos. bidders participated in this tender and all are accepted,BADAL CHANDRA CHOUDHURY,25-Nov-2025 11:17 AM,,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2025_OLIC_120279_36,e-Procurement BID ID No. 05 EELID (KJR/2025-26),Installation and energisation of Ganpur-I and II Tubewell L.I. Project under Ghasipura block in Keonjhar district,AOC,Installation and energisation of Ganpur-I and II Tubewell L.I. Project under Ghasipura block in Keonjhar district,Installation and energisation of Ganpur-I and II Tubewell L.I. Project under Ghasipura block in Keonjhar district,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,120.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,"34,789",Yes,fixed,,Nil,Nil,1.0,NIT Corrigendum,Other,,"7,080",0.0,Nil,Nil,No,01-Nov-2025 10:00 AM,11-Nov-2025 10:00 AM,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,06-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,10-Dec-2025 10:00 AM,"Executive Engineer, L.I. Division, Keonjhar","At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar",1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"PAPER COST,EMD,LICENSE COPY,HT LICENSE,PAN,GSTIN,AFFIDAVIT,JOINT VENTURE AND OTHER AS PER DTCN",Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 05 EELID (KJR/2025-26),2025_OLIC_120279_36,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3198330,M/S SOUDAMINI ELECTRICAL WORKS,08-Nov-2025 05:56 PM,Accepted-AOC,WO issued,17-Jan-2026 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,AOC
