Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Tender Opening,Jay Prakash Soren,31-Jan-2026 03:46 PM,finance_555711.pdf,BOQ Comparative Chart,31-Jan-2026,"INR 508,291",60.0,Jay Prakash Soren,31-Jan-2026 05:54 PM,wo19.pdf (703.00 KB),1,3137167,AMLAN JYOTI MADALA,20-Oct-2025 12:36 AM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2025_CERWI_119391_19,EERWNGP Online 07 2025 26,"S/R to Dangarbheja Kukudabai Road to Turunji such as Pot hole repair, CD Maintenance, Signage and Berm filling (Ch-0/000 to 3/000 Km) in Nandahandi Block for the year 2025-26",1.0,3137537.0,ASHOK KUMAR CHOUDHURY,INR,"432,098",Executive Engineer,Internal,"Estimator, DAO-I, EE",Jay Prakash Soren,31-Jan-2026 05:12 PM,techsummary_555711.pdf (281.90 KB),Executive Engineer,Internal,"Estimator, DAO-I, EE",Jay Prakash Soren,31-Jan-2026 05:45 PM,finsummary_555711.pdf (281.90 KB),AOC,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN Affidavit and as per DTCN,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 07 2025 26,2025_CERWI_119391_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,083",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Modification of class of Contractor,Other,,"4,000",0.0,Nil,Nil,No,14-Oct-2025 10:00 AM,22-Oct-2025 11:00 AM,14-Oct-2025 10:00 AM,20-Oct-2025 03:00 PM,14-Oct-2025 10:00 AM ,20-Oct-2025 03:00 PM ,14-Oct-2025 10:00 AM,20-Oct-2025 03:00 PM,"S/R to Dangarbheja Kukudabai Road to Turunji such as Pot hole repair, CD Maintenance, Signage and Berm filling (Ch-0/000 to 3/000 Km) in Nandahandi Block for the year 2025-26","S/R to Dangarbheja Kukudabai Road to Turunji such as Pot hole repair, CD Maintenance, Signage and Berm filling (Ch-0/000 to 3/000 Km) in Nandahandi Block for the year 2025-26",Please refer to tender documents ,NA ,"5,08,291",Civil Works - Roads,NA ,Tender,90.0,60.0,Nandahandi,764078.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,AOC
,,,,,,,,,,,,2,3137537,ASHOK KUMAR CHOUDHURY,20-Oct-2025 02:26 PM,Accepted-AOC,Awarded of Contract,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3137989,BIKASH KUMAR AGRAWAL,20-Oct-2025 01:35 PM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3135725,ISRAEL KHAN,19-Oct-2025 06:44 PM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3135378,M/S ABANI KUMAR MISHRA,19-Oct-2025 11:55 AM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3130664,SABITA SAHU,16-Oct-2025 11:14 AM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3132439,SAMAR BIPLAB PANDA,17-Oct-2025 01:23 PM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3133993,SANJAY HARIJAN,18-Oct-2025 02:27 PM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3134476,SRIKUMAR BISWAS(S.C),19-Oct-2025 09:50 AM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3136341,SUSMA SANTA,19-Oct-2025 06:08 PM,Rejected-AOC,Disqualified in transparent lottery,31-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
