Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,11,3079651,CHINTU SENAPATI,14-Sep-2025 03:39 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,12,3083655,DASARATHI BARIK,16-Sep-2025 02:09 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,13,3082083,HARI PRASAD SAHOO,15-Sep-2025 05:55 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,14,3070149,INDRAJIT DANGA,13-Sep-2025 06:59 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,15,3083372,JAGABANDHU DANDIA,16-Sep-2025 12:45 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,16,3079876,KULAMANI MAJHI,14-Sep-2025 05:50 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,17,3078672,KUNDAN KUMAR AGRAWALLA,13-Sep-2025 04:31 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,18,3078563,KUSHAL KUMBHAR,16-Sep-2025 03:51 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,19,3083410,MONALISHA SAHU,16-Sep-2025 12:55 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,20,3076756,Naresh Chandra Luha,12-Sep-2025 03:23 AM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,21,3078984,PABITRA SINGH BHITIRIA,15-Sep-2025 11:15 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,22,3082934,Panchanana Pradhan,16-Sep-2025 09:29 AM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,23,3079982,PRADIP KUMAR PRADHAN,14-Sep-2025 07:22 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,24,3083919,Pramod Malik,16-Sep-2025 03:56 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,25,3078109,PRATAP SETHY,12-Sep-2025 09:13 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,26,3078954,RAJAT KUMAR AGRAWAL,16-Sep-2025 12:39 AM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,27,3079511,Ranjan Kumar Tripathy,14-Sep-2025 01:37 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,28,3078975,REKHA AGRAWAL,16-Sep-2025 01:35 AM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,29,3081134,RENUKA HOTA,15-Sep-2025 02:48 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,30,3067282,SANOJ NAIK,10-Sep-2025 08:38 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,31,3082529,SAROJ KUMAR SAHU,15-Sep-2025 08:49 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,32,3072262,SNEHASISH DALAL,09-Sep-2025 09:06 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,33,3083479,SOUMYA SIBRAN KHETI,16-Sep-2025 01:15 PM,Accepted-AOC,Selected in the lottery process.,27-Jan-2026 01:53 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,34,3083903,Suryakanta Khatua,16-Sep-2025 04:01 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,35,3080609,SUSANTA KUMAR KHATUA,16-Sep-2025 03:28 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,36,3082764,SUSIL KUMAR SAHU,15-Sep-2025 11:12 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,37,3077791,SUSOBHAN SAMANTARAY,12-Sep-2025 10:23 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,38,3083212,TAPAS KUMAR KHATUA,16-Sep-2025 12:03 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,39,3083249,TILARANJAN PRADHAN,16-Sep-2025 12:11 PM,Rejected-Finance,Not found L1 in the lottery process,13-Nov-2025 01:13 PM,,,,,,,,,,AOC
