EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"8,03,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/16-2024-25/BPR,2025_CERWI_109521_37,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,18-Jan-2025 09:00 AM,28-Jan-2025 11:00 AM,18-Jan-2025 09:00 AM,27-Jan-2025 05:30 PM,18-Jan-2025 09:00 AM ,24-Jan-2025 05:30 PM ,18-Jan-2025 09:00 AM,27-Jan-2025 05:30 PM,30-Jun-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",Improvement to Gochha Balapanga Karada road in the District of Kandhamal under MMSY-Improvement to Existing RD Road for the year 2024-25.,Improvement to Gochha Balapanga Karada road in the District of Kandhamal under MMSY-Improvement to Existing RD Road for the year 2024-25.,Please refer Tender documents. ,NA ,"8,03,36,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Phulbani,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",AOC,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,20-Jun-2025 07:06 PM,30-Jun-2025 11:00 AM,techsummary_526319.pdf (3175.20 KB),Finance,Documents to be verified,Lopamudra Dalai,03-Jul-2025 12:47 PM,finance_526319.pdf,BOQ Comparative Chart,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,17-Jul-2025 06:30 PM,finsummary_526319.pdf (591.69 KB),Technical,Documents to be verified,Lopamudra Dalai,11-Jun-2025 05:43 PM,technical_526319.pdf,1,2780299,CHAKRAPANI PANDA,27-Jan-2025 12:36 PM,Rejected-AOC,4th Lowest,06-Jan-2026 12:54 PM,1.0,2779829.0,Upendra Bhanja Panda,INR,"68,293,317",CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109521_37,Online Tender/16-2024-25/BPR,Improvement to Gochha Balapanga Karada road in the District of Kandhamal under MMSY-Improvement to Existing RD Road for the year 2024-25.,26-Sep-2025,"INR 68,293,317",270.0,Lopamudra Dalai,06-Jan-2026 12:54 PM,Gochha.pdf (562.00 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2776526,Girish Chandra Sahu,25-Jan-2025 02:28 PM,Rejected-AOC,4th Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2776177,Jyoti Prakash Misra,26-Jan-2025 12:32 PM,Rejected-AOC,4th Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2779316,Laxmi Narayan Nayak,27-Jan-2025 12:51 PM,Rejected-AOC,3rd Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2780409,MOTIRANJAN SAHOO,27-Jan-2025 12:54 PM,Rejected-AOC,4th Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2777069,M/s GHANASHYAM CONSTRUCTIONS,25-Jan-2025 06:30 PM,Rejected-AOC,4th Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2774568,Prakash Chandra Sahu,26-Jan-2025 01:39 PM,Rejected-Technical,DIS-QUALIFIED,20-Jun-2025 07:06 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2778864,Sandeep Panigrahi,26-Jan-2025 06:21 PM,Rejected-AOC,4th Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2775547,SRI CHITTARANJAN PRADHAN,27-Jan-2025 12:55 PM,Rejected-AOC,5th Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2778178,SURENDRA KUMAR MAHAKUDA,27-Jan-2025 01:16 PM,Rejected-AOC,2nd Lowest,06-Jan-2026 12:54 PM,,,,,,,,,,,,,,,,AOC
