S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,"4,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,DTCN,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,21-Nov-2025 06:00 PM,"5,000",Yes,percentage,1.0%,Nil,Nil,"Widening of road from Jindal chhak to Saitan chhak and Buru hutting chhak, Thakurani, Ward No.3, Barbil","Widening of road from Jindal chhak to Saitan chhak and Buru hutting chhak, Thakurani, Ward No.3, Barbil",Please refer Tender documents. ,NA ,"5,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Extension of opening date,Date,,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,AOC,Technical,open,Ramesh Chandra Nayak,07-Nov-2025 02:09 PM,technical_555315.pdf,Municipal Bodies||Barbil Municipality,2025_ORULB_119252_7,BBLM-5/2025-26,"Widening of road from Jindal chhak to Saitan chhak and Buru hutting chhak, Thakurani, Ward No.3, Barbil",Laxman Mahanta,Internal,,Ramesh Chandra Nayak,19-Jan-2026 05:56 PM,finsummary_555315.pdf (115.93 KB),1.0,3188272.0,BIKRAM PATRA,INR,"444,115",1,3188272,BIKRAM PATRA,06-Nov-2025 02:02 PM,Accepted-AOC,Contact value including GST,19-Jan-2026 06:00 PM,19-Jan-2026,"INR 444,115",90.0,Ramesh Chandra Nayak,19-Jan-2026 06:00 PM,WO7.pdf (108.00 KB),Contact value including GST,Laxman Mahanta,Internal,,Purna Chandra Mahanta,21-Nov-2025 05:43 PM,21-Nov-2025 06:00 PM,techsummary_555315.pdf (4230.28 KB),Finance,open,Ramesh Chandra Nayak,24-Nov-2025 12:47 PM,finance_555315.pdf,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3182800,ISWAR CHANDRA SAMAL,04-Nov-2025 11:37 PM,Rejected-Finance,Second,19-Jan-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
