Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"SE, Baitarani Irrigation Division, Salapada","SE, Baitarani Irrigation Division, Salapada","6,000",Nil,Nil,No,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,BAID 02 OF 2025-26,2025_KIDK_118339_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Affidavit, RC, No Relationship etc.",24-Sep-2025 12:30 PM,10-Oct-2025 11:00 AM,24-Sep-2025 12:30 PM,09-Oct-2025 05:30 PM,NA ,NA ,24-Sep-2025 12:30 PM,09-Oct-2025 05:30 PM,1.0,ICICI BANK,IMPROVRMRNT TO MOHANPUR MINOR FROM RD 2650M TO RD 2800M (TROUGH WALL LINING ) FOR THE YEAR 2025-26,IMPROVRMRNT TO MOHANPUR MINOR FROM RD 2650M TO RD 2800M (TROUGH WALL LINING ) FOR THE YEAR 2025-26,Please refer Tender documents. ,NA ,"12,66,000",Civil Works - Canal,NA ,Tender,90.0,120.0,Salapada,758020.0,NA ,NA ,NA ,"SE, Baitarani Irrigation Division, Salapada",No ,No,AOC,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_118339_25,BAID 02 OF 2025-26,IMPROVRMRNT TO MOHANPUR MINOR FROM RD 2650M TO RD 2800M (TROUGH WALL LINING ) FOR THE YEAR 2025-26,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,27-Nov-2025 12:42 PM,finsummary_553318.pdf (413.72 KB),Finance,UPLOADED,SIDDHARTHA SHANKAR DAS,12-Nov-2025 03:42 PM,finance_553318.pdf,BOQ Comparative Chart,1.0,3115801.0,TRUPTIMAYEE SWAIN,INR,"1,075,834",30-Jan-2026,"INR 1,075,834",120.0,Laxman Marandi,30-Jan-2026 07:37 AM,25.pdf (310.00 KB),AOC,1,3113199,Basanta Kumar Barik,09-Oct-2025 11:56 AM,Rejected-Finance,R,27-Nov-2025 12:42 PM,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,27-Nov-2025 12:24 PM,techsummary_553318.pdf (413.72 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3116662,BASANTA KUMAR NAIK,08-Oct-2025 02:53 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3111090,BHABESH KUMAR NAYAK,05-Oct-2025 06:57 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3108535,GITA RANI SAHOO,04-Oct-2025 04:48 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3117605,Gopal Chandra Das,08-Oct-2025 07:20 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3101717,HITESH KUMAR PRUSTY,27-Sep-2025 10:34 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3104592,JAGABANDHU JENA,01-Oct-2025 04:29 PM,Rejected-Finance,RR,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3111967,JYOTI PRIYA SAHOO,08-Oct-2025 02:01 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3113473,MADHU SUDAN SAHOO,07-Oct-2025 12:11 AM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3115971,NIRANJAN SAHOO,08-Oct-2025 05:20 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3114244,PRAFULLA KUMAR SETHI,07-Oct-2025 05:07 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3120115,PRAMILA BEHERA,09-Oct-2025 04:24 PM,Rejected-Finance,R,27-Nov-2025 12:42 PM,,,,,,,AOC
