Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
SR to Bileipad to Kuldum Road,SR to Bileipad to Kuldum Road,Please refer Tender documents. ,NA ,"17,80,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Joda,758001.0,NA ,NA ,NA ,"SE RW Divn No-II, Keonjhar",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR - II,Road oNline NCB No 08,2025_CERWI_119917_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Registration Certificate GST PAN Affidavit and All Machiniries,"SE RW Divn No-II, Keonjhar","SE RW Divn No-II, Keonjhar","17,800",Yes,fixed,,Nil,Nil,22-Oct-2025 02:00 PM,31-Oct-2025 11:00 AM,22-Oct-2025 02:00 PM,30-Oct-2025 05:00 PM,22-Oct-2025 02:00 PM ,29-Oct-2025 05:00 PM ,22-Oct-2025 02:00 PM,30-Oct-2025 05:00 PM,AOC,SP Rath,Internal,,Subhaprakash Rath,02-Jan-2026 11:28 AM,techsummary_557432.pdf (1701.51 KB),SP Rath,Internal,,Subhaprakash Rath,02-Jan-2026 11:30 AM,finsummary_557432.pdf (1701.51 KB),Finance,Techinical Report,Subhaprakash Rath,02-Jan-2026 11:26 AM,finance_557432.pdf,BOQ Comparative Chart,02-Jan-2026,"INR 1,513,480",60.0,Subhaprakash Rath,02-Jan-2026 11:32 AM,Bileipadakuldum.pdf (1702.00 KB),1,3167811,DAYANIDHI PATRA,30-Oct-2025 02:10 PM,Rejected-Finance,Lottery,02-Jan-2026 11:30 AM,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR - II,2025_CERWI_119917_11,Road oNline NCB No 08,SR to Bileipad to Kuldum Road,1.0,3165895.0,SATYANANDA BARIK,INR,"1,513,480",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3166629,MANASI PATTNAIK,29-Oct-2025 05:59 PM,Rejected-Finance,Lottery,02-Jan-2026 11:30 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3168079,SAMARJIT PATTNAIK,30-Oct-2025 03:28 PM,Rejected-Finance,Lottery,02-Jan-2026 11:30 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3165895,SATYANANDA BARIK,30-Oct-2025 12:39 PM,Accepted-AOC,Agrt Done,02-Jan-2026 11:33 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3165087,Upendra Roul,30-Oct-2025 01:10 PM,Rejected-Finance,Lottery,02-Jan-2026 11:30 AM,,,,,,,,,,AOC
