Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
25-Nov-2025 02:00 PM,05-Dec-2025 11:00 AM,25-Nov-2025 02:00 PM,04-Dec-2025 05:30 PM,NA ,NA ,25-Nov-2025 02:00 PM,04-Dec-2025 05:30 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits",1.0,Due Date Extended for tenders closing on 02-12-2025.,Admin Corrigendum Date Extend,,"38,200",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Construction of Saibana nala Check Dam near village Pakhalakhia of Pasara GP in Chakapad Block of Kandhamal District under MATY-3.,Construction of Saibana nala Check Dam near village Pakhalakhia of Pasara GP in Chakapad Block of Kandhamal District under MATY-3.,Please refer Tender documents. ,NA ,"38,20,000",Civil Works - Others,CHECK DAM ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-11/2025-26,2025_CEMIB_121934_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,S.E. MI Divn. Kandhamal,O/o the S.E. MI Divn. Kandhamal,AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,12-Jan-2026 07:13 PM,finsummary_566833.pdf (1050.43 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_121934_1,BID IDENTIFICATION NO-11/2025-26,Construction of Saibana nala Check Dam near village Pakhalakhia of Pasara GP in Chakapad Block of Kandhamal District under MATY-3.,1.0,3271815.0,KESHAB CHANDRA NAYAK,INR,"3,247,366",Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,12-Jan-2026 06:39 PM,finance_566833.pdf,BOQ Comparative Chart,12-Jan-2026,"INR 3,247,366",180.0,SURJYA NARAYANA PANIGRAHI,12-Jan-2026 07:26 PM,Saibana.pdf (661.00 KB),AOC,1,3272123,ANIL KUMAR PRADHAN,02-Dec-2025 12:52 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,12-Jan-2026 06:52 PM,techsummary_566833.pdf (1050.43 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3271390,ASUTOSH BHATTA,02-Dec-2025 07:19 AM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3271105,BABULA PATTNAIK,01-Dec-2025 09:59 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3268483,BASANTA KUMAR PADHY,30-Nov-2025 11:01 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3267264,BIPLAB KESHARI SWAIN,29-Nov-2025 08:25 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3267339,Biren Kumar Pradhan,29-Nov-2025 09:11 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3269736,BISWAJIT BEHERA,01-Dec-2025 02:06 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3267377,BISWAJIT PRADHAN,29-Nov-2025 09:42 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3271522,CHITTA RANJAN PARIDA,02-Dec-2025 10:18 AM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3265068,HIMANSU KUMAR DAS,28-Nov-2025 07:52 PM,Rejected-AOC,Not qualified,12-Jan-2026 07:26 PM,,,,,,,AOC
