EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"15,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,10-Oct-2025 01:00 PM,17-Oct-2025 11:30 AM,10-Oct-2025 01:00 PM,16-Oct-2025 04:00 PM,10-Oct-2025 01:00 PM ,16-Oct-2025 04:00 PM ,10-Oct-2025 01:00 PM,16-Oct-2025 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",1.0,Change in DTCN,Technical Bid,,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Academic Block Administrative Block FMT Department Central Library and GYM of MKCG, MC and H Berhampur","Comprehensive Electrical maintenance for wiring and Electrical Accessory at Academic Block Administrative Block FMT Department Central Library and GYM of MKCG, MC and H Berhampur",Please refer Tender documents. ,NA ,"15,64,259",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-15/2025-26,2025_EICCL_119149_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,17-Jan-2026 11:07 AM,finsummary_555293.pdf (2124.29 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_119149_9,SE RandB Divn No.I-BAM-15/2025-26,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Academic Block Administrative Block FMT Department Central Library and GYM of MKCG, MC and H Berhampur",1.0,3130895.0,JAGANNATH PATTNAIK,INR,"1,329,777",Finance,"16Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,22-Oct-2025 12:09 PM,finance_555293.pdf,BOQ Comparative Chart,1,3130176,CHINMAYA KUMAR PRAHARAJ,15-Oct-2025 08:44 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,17-Jan-2026,"INR 1,329,777",365.0,Somanath Tripathy,17-Jan-2026 11:13 AM,696.pdf (2124.00 KB),Contract Awarded to Sri/Smt Jagannath Pattnaik,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,17-Jan-2026 10:57 AM,techsummary_555293.pdf (2124.29 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3131114,Debabrata Panda,16-Oct-2025 03:40 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3130850,Instrument & Control,16-Oct-2025 01:46 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3130895,JAGANNATH PATTNAIK,16-Oct-2025 12:49 PM,Accepted-AOC,Win in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3130347,KANHU CHARAN MAHAPATRA,15-Oct-2025 10:49 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3130280,MAA TARATARINI ELECTRICALS,15-Oct-2025 10:18 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3128296,M/s BINAYAK AGENCY,14-Oct-2025 07:55 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3130334,M/s MARUTI ASSOCIATES,15-Oct-2025 10:36 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3129243,NIKHEL KUMAR SAHU,15-Oct-2025 01:27 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3128568,SANJIT KUMAR PATTNAIK,14-Oct-2025 10:42 PM,Rejected-AOC,Reject in Lottery,17-Jan-2026 11:13 AM,,,,,,,,,,,,,,AOC
