S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Date corrigendum,Date,,25-Aug-2025 12:00 PM,10-Oct-2025 11:00 AM,25-Aug-2025 12:00 PM,22-Sep-2025 05:00 PM,NA ,NA ,25-Aug-2025 12:00 PM,22-Sep-2025 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Sambalpur||RAIRAKHOL Block,P.S/RAIR/SBP/DEV/01/2025-26,2025_PRRAI_117304_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"6,000",Block Development Officer,Rairakhol,No,Block Development Officer,"Panchayat Samiti, Rairakhol",1.0,BG - Bank Guarantee,"Construction of 50 MT Godown and Office Building at Rampur PACS, Rairakhol Block","Construction of 50 MT Godown and Office Building at Rampur PACS, Rairakhol Block",Please refer Tender documents. ,NA ,"24,07,742",Civil Works - Buildings,NA ,Tender,90.0,NA ,Rampur,768106.0,NA ,NA ,NA ,"Panchayat Samiti, Rairakhol",No ,No,"24,077",Yes,percentage,1.0%,Block Development Officer,Rairakhol,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Sambalpur||RAIRAKHOL Block,2025_PRRAI_117304_1,P.S/RAIR/SBP/DEV/01/2025-26,"Construction of 50 MT Godown and Office Building at Rampur PACS, Rairakhol Block",Rajendra Narayan Senapati,Internal,"Supriya Biswal, khirabdhi Tanaya Padhy, Sanghamitra Seth, Kodanda Pradhan, Tikun Kishan, Indramani Munda, Sudhanshu Sekhar Singh, Debabrata Behera",Rajendra Narayan Senapati,08-Jan-2026 06:31 PM,finsummary_550396.pdf (86.64 KB),Finance,All the 17nos of BID Admitted,Rajendra Narayan Senapati,16-Oct-2025 10:40 AM,finance_550396.pdf,BOQ Comparative Chart,1.0,3085311.0,Qamil Hussain,INR,"2,405,334",08-Jan-2026,"INR 2,405,334",120.0,Rajendra Narayan Senapati,08-Jan-2026 07:20 PM,PACSRAMPUR.pdf (145.00 KB),Qamil Hussain selected through Transparent Lottery Process and done Agreement on Dtd.16-12-2025,1,3086429,AMAR KUMAR SINGH,18-Sep-2025 02:46 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,Rajendra Narayan Senapati,Internal,"BDO, Addl EO (Tech), AEE, AE, BFO, JE, CP, SO, SRA, JRA",Rajendra Narayan Senapati,23-Nov-2025 11:47 AM,techsummary_550396.pdf (883.76 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,2.0,TD- Term Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3085756,ARIN PRADHAN,18-Sep-2025 07:55 AM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3091642,ASHOK KUMAR SAHOO,21-Sep-2025 12:12 AM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3094026,Banamali Behera,22-Sep-2025 12:03 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3091370,BHIKARI CHARAN PRADHAN,20-Sep-2025 07:55 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3094207,BINAYAKA SAHOO,22-Sep-2025 12:39 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3087969,DEBI PRASAD MOHARANA,19-Sep-2025 12:53 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3087250,DINESH PRADHAN,18-Sep-2025 10:23 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3086483,DUKHIRAM SAHU,18-Sep-2025 03:11 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3084182,HARISHCHANDRA SAHOO,16-Sep-2025 06:12 PM,Rejected-AOC,Rejected through transparent lottery system,08-Jan-2026 07:20 PM,,,,,,,AOC
