S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,"12,610",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate",S/R to Umar Sukarpada via Haladharpur for the year 2025-26,S/R to Umar Sukarpada via Haladharpur for the year 2025-26,Refer tender document ,NA ,"12,60,982",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,"6,000",0.0,Nil,Nil,No,20-Oct-2025 05:00 PM,31-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM ,29-Oct-2025 05:00 PM ,20-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",AOC,"S.E.R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Debipriya Mohanty,16-Jan-2026 12:18 PM,techsummary_557217.pdf (2802.58 KB),"S.E.R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Debipriya Mohanty,16-Jan-2026 12:24 PM,finsummary_557217.pdf (2802.58 KB),Finance,All Bidders are accepted.,Debipriya Mohanty,10-Nov-2025 11:25 PM,,BOQ Comparative Chart,16-Jan-2026,"INR 1,071,961",30.0,Sudhakar Naik,16-Jan-2026 01:48 PM,11635.pdf (2803.00 KB),Work awarded to Sri Jagabandhu Sethy vide Divisional Agreement No.112 P1 OF 2025-26,1.0,3148986.0,Sri Jagabandhu Sethy,INR,"1,071,961",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_52,RWD CTC-07/2025-26,S/R to Umar Sukarpada via Haladharpur for the year 2025-26,1,3166774,"BISWA BIJOYEE MOHAPATRA,PROP.-RIDDHI ENTERPRISES",29-Oct-2025 07:42 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3146205,DILLIP KUMAR DAS,24-Oct-2025 04:57 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3166978,"LAXMI CONSTRUCTION,PROP.-PRADIPTA RANJAN DALAI",30-Oct-2025 02:31 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3161956,LIPU KUMAR MALL,28-Oct-2025 10:48 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3164616,LISA MAJHI,28-Oct-2025 10:45 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3165672,MAHESWAR BEHURA,29-Oct-2025 04:53 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3166967,RAJAT KUMAR BEHERA,30-Oct-2025 10:50 AM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3166829,RAKHI NAYAK,30-Oct-2025 01:28 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3161029,RIJUAN KHAN,27-Oct-2025 08:31 PM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3167226,SANTOSH KUMAR SETHY,30-Oct-2025 11:53 AM,Rejected-Finance,Other than L1,16-Jan-2026 12:24 PM,AOC
