Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CONSTRUCTION OF 1 NO OF F TYPE QUARTER AT PHC, SINDHOL UNDER ULLUNDA BLOCK IN THE DISTRICT OF SONEPUR FOR THE YEAR 2024-25.",CIVIL BUILDING WORK,Please refer Tender documents. ,NA ,"22,77,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,26-Sep-2025 03:00 PM,14-Oct-2025 11:00 AM,26-Sep-2025 03:00 PM,13-Oct-2025 05:00 PM,26-Sep-2025 03:00 PM ,10-Oct-2025 04:00 PM ,26-Sep-2025 03:00 PM,13-Oct-2025 05:00 PM,"22,770",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-02 of 2025-26.,2025_CERWI_118716_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,ICICI BANK,AOC,1,3123711,DIGAMBARA SAHU,11-Oct-2025 09:03 PM,Rejected-AOC,Rejected,15-Jan-2026 08:47 PM,15-Jan-2026,"INR 1,936,231",180.0,Subhrata Meher,15-Jan-2026 08:47 PM,AOC.pdf (504.00 KB),Er Subhrata Meher,Internal,,Subhrata Meher,15-Jan-2026 08:44 PM,techsummary_554254.pdf (204.05 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_118716_2,BI No.Tender Online SNPR-02 of 2025-26.,"CONSTRUCTION OF 1 NO OF F TYPE QUARTER AT PHC, SINDHOL UNDER ULLUNDA BLOCK IN THE DISTRICT OF SONEPUR FOR THE YEAR 2024-25.",Er Subhrata Meher,Internal,,Subhrata Meher,15-Jan-2026 08:45 PM,finsummary_554254.pdf (204.05 KB),Finance,05 nos of Bidders appeared.,Subhrata Meher,16-Oct-2025 04:16 PM,finance_554254.pdf,BOQ Comparative Chart,1.0,3125250.0,SUSANTA MEHER,INR,"1,936,231",AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3122748,LABA MEHER,13-Oct-2025 12:26 PM,Rejected-AOC,Rejected,15-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3108184,PADMAN KUMAR PANDA,12-Oct-2025 11:21 PM,Rejected-AOC,Rejected,15-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3125390,SHIBA NARAYAN PUROHIT,13-Oct-2025 12:09 PM,Rejected-AOC,Rejected,15-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3125250,SUSANTA MEHER,13-Oct-2025 11:40 AM,Accepted-AOC,Work awarded in regular lottery system,15-Jan-2026 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
