S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",17-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,17-Nov-2025 10:00 AM,28-Nov-2025 04:00 PM,NA ,NA ,17-Nov-2025 10:00 AM,28-Nov-2025 04:00 PM,Construction of Paver road from Sambhunagar pada smasan to Mangala mandir in Ward No. 15,Construction of Paver road from Sambhunagar pada smasan to Mangala mandir in Ward No. 15,Please refer Tender documents. ,NA ,"6,48,305",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,Municipal Bodies||Bhawanipatna Municipality,BPM/03/2025-26,2025_ORULB_121362_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"6,500",Yes,fixed,,Nil,Nil,AOC,Chairperson,Internal,,Pramod Kumar Padhi,10-Jan-2026 08:04 AM,techsummary_564709.pdf (337.33 KB),CP,Internal,,Pramod Kumar Padhi,12-Jan-2026 05:00 PM,finsummary_564709.pdf (337.33 KB),Finance,ok,Pramod Kumar Padhi,29-Nov-2025 09:28 PM,,BOQ Comparative Chart,12-Jan-2026,"INR 606,231.74",30.0,Pramod Kumar Padhi,12-Jan-2026 05:03 PM,pr.pdf (337.00 KB),1.0,3256687.0,PRADEEP KUMAR NAIK,INR,"606,231.74",Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_121362_15,BPM/03/2025-26,Construction of Paver road from Sambhunagar pada smasan to Mangala mandir in Ward No. 15,1,3240998,AJIT KUMAR PRADHAN,28-Nov-2025 12:43 AM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3256591,BUKHARI FAKIR KHAN,27-Nov-2025 05:13 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3257813,"CHIRANJIB NAYAK, PROP. OF M/S LAVANYA BEVERAGE INDUSTRY",26-Nov-2025 04:47 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3250319,JANAKI PUJHARI,25-Nov-2025 07:59 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3263103,KAILASH CHANRA PRADHAN,28-Nov-2025 03:01 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3259843,LAXMIPRIYA SABAR,27-Nov-2025 06:42 PM,Rejected-AOC,l2,12-Jan-2026 05:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3255399,M/s BHARAT BHUSHAN GAHIR,27-Nov-2025 01:20 AM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3256687,PRADEEP KUMAR NAIK,27-Nov-2025 12:31 PM,Accepted-AOC,accepted,12-Jan-2026 05:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3261911,PRATIK BHANSALI,28-Nov-2025 12:29 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3258394,PUSPANJALI BABU,27-Nov-2025 06:20 AM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3253193,RAGHUNATH BEHERA,26-Nov-2025 05:27 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3261293,SUBHASHREE PADHI,28-Nov-2025 12:54 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3256927,SUPRIYA DASH,27-Nov-2025 06:38 PM,Rejected-Finance,L3,12-Jan-2026 05:00 PM,AOC
