Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Protection wall and raising of bank of left embankment of river Bogi at village Nuapentha, Ambagaon Sahi.",Flood protection work,Please refer Tender documents. ,NA ,"48,78,000",Civil Works - Others,NA ,Tender,90.0,120.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Chikiti Irr. Divn., Berhampur",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"S.E., Chikiti Irr. Divn., Berhampur","S.E., Chikiti Irr. Divn., Courtpeta, Berhampur",21-Nov-2025 10:00 AM,06-Dec-2025 11:30 AM,21-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,02-Dec-2025 05:00 PM ,21-Nov-2025 10:00 AM,05-Dec-2025 05:00 PM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-CHID-06/2025-26,2025_CEBMB_121634_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"48,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN",AOC,Subrat Kumar Patnaik,Internal,,Nandini Devi,02-Jan-2026 12:06 PM,finsummary_566097.pdf (219.88 KB),Subrat Kumar Patnaik,Internal,,Nandini Devi,31-Dec-2025 03:30 PM,techsummary_566097.pdf (219.89 KB),14-Jan-2026,"INR 4,146,836",120.0,Nandini Devi,15-Jan-2026 11:45 AM,AOC_19.pdf (563.00 KB),Award to the Lottery Winner,1,3278540,BALIA KUMAR PRADHAN,04-Dec-2025 02:09 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,1.0,3274849.0,DHANU SAHU,INR,"4,146,836","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_121634_19,e-CHID-06/2025-26,"Protection wall and raising of bank of left embankment of river Bogi at village Nuapentha, Ambagaon Sahi.",Finance,Seventeen bids Downloaded Successfully.,SUBRAT PATNAIK,06-Dec-2025 02:09 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC,,,,,,,,,,,,,,,,,,,,2,3274849,DHANU SAHU,04-Dec-2025 08:51 PM,Accepted-AOC,Lottery Winner,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3281977,GOURI KUMAR PANIGRAHI,05-Dec-2025 02:22 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3265006,G PINTU DORA,29-Nov-2025 11:14 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3279131,JITENDRA KUMAR KUNDA,04-Dec-2025 07:34 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3249868,KALU CHARAN CHANDA,03-Dec-2025 08:12 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3280911,KRISHNA CHANDRA NAYAK,05-Dec-2025 11:33 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3277608,NITESH KUMAR SAHU,04-Dec-2025 12:09 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3279493,PRABHAT PRADHAN,05-Dec-2025 11:57 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3280643,RANJAN NAIK,05-Dec-2025 10:27 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,3270091,SANKAR PRADHAN,01-Dec-2025 04:00 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,3265157,SANTOSH KUMAR MOHANTY,28-Nov-2025 08:17 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,3275383,SATYANARAYAN PRADHAN,04-Dec-2025 10:02 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,3278171,SIBANARAYANA SAHU,04-Dec-2025 01:16 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,3281636,Subham Mahapatra,05-Dec-2025 02:08 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,3277672,SUSANTA KUMAR SAHU,04-Dec-2025 11:52 AM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,3279407,SWAGAT KUMAR SAHU,04-Dec-2025 05:10 PM,Rejected-AOC,Lottery Looser,15-Jan-2026 11:45 AM,,,,,,,,,,,,,,,,AOC
