S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/09/ RWD-UKT /2025-26,2025_CERWI_119501_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, RW Division-II, Umerkote","O/o THE EXECUTIVE ENGINEER, RURAL WORKS DIVISION-II, NABARANGPUR, UMERKOTE",S/R to Chalanpara to Debagaon from 0/00 to 3/00 Km. under Raighar Block for the year 2025-26,S/R to Chalanpara to Debagaon from 0/00 to 3/00 Km. under Raighar Block for the year 2025-26,Please refer Tender documents. ,NA ,"8,96,885",Civil Works - Roads,NA ,Tender,90.0,30.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid RC, PAN, GST, Caste, Affidavits and Other Documents as per DTCN","8,969",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,22-Oct-2025 01:00 PM,29-Oct-2025 11:00 AM,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,22-Oct-2025 01:00 PM ,27-Oct-2025 01:00 PM ,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,AOC,"EE RWD-II, Nabarangpur, Umerkote",Internal,"Estimator, DAO-I, Executive Engineer",Rupabanya Naik,22-Nov-2025 06:10 PM,techsummary_557303.pdf (85.46 KB),Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,07-Jan-2026 05:26 PM,finsummary_557303.pdf (146.29 KB),Finance,All bidders are admitted for Technical Evaluation,Rupabanya Naik,10-Nov-2025 01:42 PM,finance_557303.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_119501_11,Online Tender/09/ RWD-UKT /2025-26,S/R to Chalanpara to Debagaon from 0/00 to 3/00 Km. under Raighar Block for the year 2025-26,1.0,3153611.0,PRATAP KUMAR MALLICK,INR,"762,442",1,3152100,ANJALI BISWAS,27-Oct-2025 12:07 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,07-Jan-2026,"INR 762,442",30.0,Gobinda Chandra Tudu,07-Jan-2026 05:35 PM,Agmt79.pdf (706.00 KB),Agmt value,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3164092,BASANTI PARIDA,28-Oct-2025 04:39 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3160715,BIMAL CHANDRA MALLICK,27-Oct-2025 08:20 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3154252,DIGAMBAR MOHANTY,26-Oct-2025 08:12 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3149930,DIPAK HALDAR,24-Oct-2025 10:58 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3160889,GOURI PRASAD PATRO,28-Oct-2025 08:33 AM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3153020,JAGANNATH DHALI,26-Oct-2025 06:32 AM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3154138,KUSHA SAHU,26-Oct-2025 03:27 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3148871,LIPA BISWAL,24-Oct-2025 09:42 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3160899,MAHAMMAD SARUK,27-Oct-2025 09:01 PM,Rejected-AOC,Disqualified in transparent lottery,07-Jan-2026 05:36 PM,,,,,,,,AOC
