Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Superintending Engineer, RLBC Division",Internal,Estimator and DAO RLBC Division Kamakhyanagar,Amiya Kumar Samal,03-Jan-2026 04:13 PM,techsummary_569375.pdf (591.27 KB),19-Jan-2026,"INR 1,263,551",60.0,Amiya Kumar Samal,19-Jan-2026 08:18 PM,RLBCD21.pdf (586.00 KB),Contract Awarded,1,3301689,BIMAL KUMAR BARAL,14-Dec-2025 06:47 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,Finance,Uploaded Tender documents of all the bidders have been downloaded successfully.,Baishnab Sahoo,15-Dec-2025 01:00 PM,,BOQ Comparative Chart,1.0,3300824.0,DILLIP KUMAR SAHOO,INR,"1,263,551","CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||EE,Rengali Left Bank Canal Divn., Kamakhyanagar",2025_CEBBS_122567_6,e-Procurement Notice No.RLBCD-P1-07/2025-26,RLBCD-20/ 2025-26 Protection to scoured bank on Ramial Left near village Tentulisingha of Kamakhyanagar Block.,"Superintending Engineer, RLBC Division",Internal,"Estimator and DAO, RLBC Division",Amiya Kumar Samal,19-Jan-2026 08:15 PM,finsummary_569375.pdf (586.07 KB),AOC,"14,860",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption","6,000",Nil,Nil,No,Superintending Engineer,"O/o S.E., RLBC Division, Kamakhyanagar","CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||EE,Rengali Left Bank Canal Divn., Kamakhyanagar",e-Procurement Notice No.RLBCD-P1-07/2025-26,2025_CEBBS_122567_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,RLBCD-20/ 2025-26 Protection to scoured bank on Ramial Left near village Tentulisingha of Kamakhyanagar Block.,River bank protection work,Please refer Tender documents. ,NA ,"14,86,356",Civil Works - Others,NA ,Tender,90.0,60.0,Kamakhyanagar,759018.0,NA ,NA ,NA ,"O/o S.E., RLBC Division, Kamakhyanagar",No ,No,1.0,ICICI BANK,05-Dec-2025 10:00 AM,15-Dec-2025 11:00 AM,05-Dec-2025 10:00 AM,15-Dec-2025 09:00 AM,05-Dec-2025 10:00 AM ,10-Dec-2025 05:00 PM ,05-Dec-2025 10:00 AM,15-Dec-2025 09:00 AM,AOC
,,,,,,,,,,,,,2,3299925,BIRAJA PRASAD SASMAL,13-Dec-2025 05:24 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,3,3300348,CHHEDILAL KATARUKA,13-Dec-2025 09:02 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3297753,Dharmendra Das,12-Dec-2025 02:12 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3298812,DILESWAR SASAMAL,12-Dec-2025 09:29 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3300824,DILLIP KUMAR SAHOO,14-Dec-2025 06:25 PM,Accepted-AOC,Won the lottery,19-Jan-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3294375,Gobardhan Nayak,13-Dec-2025 07:37 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3301139,HIMANSU BHUSAN MAHUNTA,14-Dec-2025 07:11 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3300987,MISIRA KUMAR DHAR,14-Dec-2025 12:32 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3297936,PRABIN KUMAR ROUT,12-Dec-2025 03:20 PM,Rejected-Technical,Does not satisfy as per DTCN,03-Jan-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
