S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,S/R to RD Road to Godigotha CH- from 0/000 KM to 1/000 KM in stretches for the Year 2025-26.,S/R to RD Road to Godigotha CH- from 0/000 KM to 1/000 KM in stretches for the Year 2025-26.,Please refer Tender documents. ,NA ,"10,06,959",Civil Works - Roads,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,Superintending Engineer,"Rural Works Division,Jajpur",01-Nov-2025 04:30 PM,07-Nov-2025 11:00 AM,01-Nov-2025 04:30 PM,06-Nov-2025 05:00 PM,01-Nov-2025 04:30 PM ,04-Nov-2025 05:00 PM ,01-Nov-2025 04:30 PM,06-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 05 JJPT of 2025-26,2025_CERWI_120455_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,500",Yes,fixed,,Nil,Nil,AOC,SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Swarna Prava Jena,17-Jan-2026 12:57 PM,finsummary_561050.pdf (459.01 KB),SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Swarna Prava Jena,17-Jan-2026 12:55 PM,techsummary_561050.pdf (459.01 KB),17-Jan-2026,"INR 856,015.76",30.0,Swarna Prava Jena,17-Jan-2026 12:59 PM,05.pdf (459.00 KB),AWARD OF CONTRACT,1,3179067,BABAN DAS,03-Nov-2025 09:51 PM,Rejected-AOC,Not Qualify,17-Jan-2026 01:00 PM,1.0,3188535.0,DILLIP KUMAR SAMAL,INR,"856,015.76",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_120455_44,Tender Online 05 JJPT of 2025-26,S/R to RD Road to Godigotha CH- from 0/000 KM to 1/000 KM in stretches for the Year 2025-26.,Finance,4 Nos of Bidder,Truptimayee Pradhan,07-Nov-2025 01:40 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3188535,DILLIP KUMAR SAMAL,06-Nov-2025 04:26 PM,Accepted-AOC,Qualify,17-Jan-2026 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3185077,M/S JITENDRA KUMAR BRAHMA,05-Nov-2025 07:42 PM,Rejected-AOC,Not Qualify,17-Jan-2026 01:00 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3189436,SEKH JAHUR,06-Nov-2025 03:20 PM,Rejected-AOC,Not Qualify,17-Jan-2026 01:00 PM,,,,,,,,,,,,,,,,AOC
