Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar WL,DFO-KJR WL-02 OF 2025-26,2025_DFOKW_121065_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"7,362",Yes,fixed,,Nil,Nil,Construction of Water Body with masonry outlet and inlet inside Atei RF near Kumbhitangiri (Panasi) under Basantapura Beat of Deogaon Wildlife Range.,Construction of Water Body with masonry outlet and inlet inside Atei RF near Kumbhitangiri (Panasi) under Basantapura Beat of Deogaon Wildlife Range.,Please refer Tender documents. ,NA ,"7,36,115",Civil Works - Others,WATER BODY ,Tender,45.0,90.0,BASANTAPURA,758025.0,NA ,NA ,NA ,"O/O THE DFO, ANANDAPUR",No ,No,"THE DFO, ANANDAPUR","O/O THE DFO, ANANDAPUR",12-Nov-2025 10:00 AM,26-Nov-2025 11:00 AM,12-Nov-2025 10:00 AM,25-Nov-2025 05:30 PM,12-Nov-2025 10:00 AM ,24-Nov-2025 04:30 PM ,12-Nov-2025 10:00 AM,25-Nov-2025 05:30 PM,"4,000",Nil,Nil,No,AOC,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar WL,2025_DFOKW_121065_3,DFO-KJR WL-02 OF 2025-26,Construction of Water Body with masonry outlet and inlet inside Atei RF near Kumbhitangiri (Panasi) under Basantapura Beat of Deogaon Wildlife Range.,ASHOK KUMAR BISWAL,Internal,"Prabir kumar murmu, marshal kisku, sarat kumar barik, EE, RandB, santosh kumar patra",Prashanta Kumar Panda,12-Jan-2026 07:32 PM,finsummary_563241.pdf (385.52 KB),Finance,14nos bidder participant,Prashanta Kumar Panda,06-Dec-2025 03:13 PM,finance_563241.pdf,BOQ Comparative Chart,1.0,3234195.0,KAMALAKANTA BEHERA,INR,"625,774.022",12-Jan-2026,"INR 736,118.13",90.0,Prashanta Kumar Panda,12-Jan-2026 07:37 PM,Kumbhitangiri.pdf (748.00 KB),LOTTERY KAMALAKANTA BEHERA L1,1,3254930,ASHUTOSH SETHI,25-Nov-2025 05:21 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,ASHOK KUMAR BISWAL,Internal,"prabir kumar murmu, umakanta das, marshal kisku, sarat kumar barik, santosh kumar patra, ee, rANDb",Prashanta Kumar Panda,06-Dec-2025 03:47 PM,techsummary_563241.pdf (385.52 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3251835,BISHNUPRASAD JENA,24-Nov-2025 05:57 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3234195,KAMALAKANTA BEHERA,19-Nov-2025 12:28 PM,Accepted-AOC,L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3249341,LIMA MANGAL,24-Nov-2025 01:24 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3247372,NISHIKANTA SUTAR,23-Nov-2025 02:25 AM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3241346,PRASANNA BHUYAN,20-Nov-2025 01:28 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3242960,PRAVATI SAHOO,20-Nov-2025 11:56 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3254624,RABINDRA KUMAR BARIK,25-Nov-2025 03:50 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3243368,RANJAN KUMAR BEJ,25-Nov-2025 01:43 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3252614,RASHMIRANJAN MOHAPATRA,24-Nov-2025 10:24 PM,Rejected-AOC,LOTTERY KAMALAKANTA BEHERA L1,12-Jan-2026 07:37 PM,,,,,,,AOC
