EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"34,900",Yes,fixed,,Nil,Nil,08-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,15-Dec-2025 05:30 PM,08-Dec-2025 11:00 AM ,15-Dec-2025 05:30 PM ,08-Dec-2025 11:00 AM,15-Dec-2025 05:30 PM,Divisional Officer,"RURAL WORKS DIVISION, KORAPUT",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 02/2025-26,2025_CERWI_122762_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Kota Malkangiri Majhiguda road._Road_Protection Wall(120 mtr), Shoulder Repair, Pothole and PMC Seal Coat_8/632 to 8/752 8/000 to 9/950","Kota Malkangiri Majhiguda road._Road_Protection Wall(120 mtr), Shoulder Repair, Pothole and PMC Seal Coat_8/632 to 8/752 8/000 to 9/950",NA ,NA ,"34,89,372",Civil Works - Roads,NA ,Tender,90.0,60.0,Koraput,764020.0,Superintending Engineer RWD Koraput ,Superintending Engineer RWD Koraput ,08-Dec-2025 11:00 AM ,"RURAL WORKS DIVISION, KORAPUT",No ,No,"6,000",0.0,Nil,Nil,No,1.0,2nd Corrigendum,Technical Bid,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, RC, GST, PAN, Court Affidavit and other documents as per DTCN",AOC,19-Jan-2026,"INR 2,966,316",60.0,Srikrushna Sabar,19-Jan-2026 01:27 PM,Kota_A.pdf (935.00 KB),Agreement Drawn,1,3303834,ALOK PANDA,15-Dec-2025 02:50 PM,Accepted-AOC,Qualified after drawl of lottery,19-Jan-2026 01:28 PM,Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,19-Jan-2026 12:16 PM,techsummary_570094.pdf (3081.28 KB),Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,19-Jan-2026 01:23 PM,finsummary_570094.pdf (3081.28 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2025_CERWI_122762_1,SERWKPT ONLINE 02/2025-26,"Kota Malkangiri Majhiguda road._Road_Protection Wall(120 mtr), Shoulder Repair, Pothole and PMC Seal Coat_8/632 to 8/752 8/000 to 9/950",1.0,3303834.0,ALOK PANDA,INR,"2,966,316",Finance,summary,Srikrushna Sabar,19-Jan-2026 12:08 PM,finance_570094.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,AOC,,,,,,,,2,3303829,AMLANJYOTI PATNAIK,15-Dec-2025 02:35 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3299832,Arvind Kumar,15-Dec-2025 11:08 AM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3304650,Bharat Mirgan,15-Dec-2025 05:28 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3301393,M.BHAGYA LAXMI,14-Dec-2025 04:15 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3301886,PADMA CHARAN BISOI,14-Dec-2025 07:53 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3299553,PURNA KUMAR SAHU,13-Dec-2025 01:46 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3297518,RABINDRA PRANIGRAHI,12-Dec-2025 07:50 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3303423,SACHIDANANDA SAHOO,15-Dec-2025 01:33 PM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3301961,SANJAY KUMAR JAIN,15-Dec-2025 11:34 AM,Rejected-AOC,Lost in lottery,19-Jan-2026 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
