Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"At-ACE,CIC,BBSR","At-ACE,CIC,BBSR,Unit-8,BBSR",C.C.Lining of Sukal Distributary from RD.2.50 Km to 6.50 Km,Lining of Canal,Please refer Tender documents. ,NA ,"7,78,48,525",Civil Works - Canal,NA ,Tender,90.0,365.0,Pipili,752104.0,NA ,NA ,NA ,"At-ACE,CIC,BBSR",No ,No,"7,78,500",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"EMD,RC,Tenderpapercost,PAN,GST,Affidavit,NRC and tender qualify criteria other document asper DTCN","10,000",0.0,Nil,Nil,No,26-Dec-2024 10:00 AM,10-Jan-2025 11:00 AM,26-Dec-2024 10:00 AM,09-Jan-2025 05:00 PM,26-Dec-2024 10:00 AM ,01-Jan-2025 05:00 PM ,26-Dec-2024 10:00 AM,09-Jan-2025 05:00 PM,28-Apr-2025 04:30 PM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR",ACECIC-09/2024-25,2024_CELBB_108740_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,Addl CE CIC BBSR,Internal,,Sasmita Das,27-Jan-2026 05:30 PM,finsummary_521841.pdf (1647.42 KB),"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR",2024_CELBB_108740_1,ACECIC-09/2024-25,C.C.Lining of Sukal Distributary from RD.2.50 Km to 6.50 Km,Technical,Summary opening,Rajesh Chandra Mohanty,10-Jan-2025 11:40 AM,technical_521841.pdf,1.0,2740023.0,ULASH CHANDRA BISWAL,INR,"70,071,457.22",1,2739945,BHOOMEE CONDEV PRIVATE LIMITED,09-Jan-2025 01:04 PM,Rejected-Finance,Unsuccessful,27-Jan-2026 05:30 PM,27-Jan-2026,"INR 70,071,457.22",365.0,Sasmita Das,27-Jan-2026 05:46 PM,cclsukalaocfinal.pdf (357.00 KB),AWARD OF CONTRACT,Finance,financialbidopeningsummary,Sasmita Das,27-Jan-2026 04:36 PM,finance_521841.pdf,BOQ Comparative Chart,Addl CE CIC BBSR,Internal,,PRITI DEBASMITA NAYAK,28-Apr-2025 12:51 PM,28-Apr-2025 04:30 PM,techsummary_521841.pdf (329.60 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,2740023,ULASH CHANDRA BISWAL,09-Jan-2025 01:26 PM,Accepted-AOC,AWARD OF CONTRACT,27-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,AOC
