S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN","12,73,000",Yes,fixed,,Nil,Nil,Orissa Lift Irrigation Corporation,960 DT-04.02.2025,2025_OLIC_110242_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,12-Feb-2025 10:00 AM,11-Mar-2025 11:00 AM,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,12-Feb-2025 10:00 AM ,25-Feb-2025 05:00 PM ,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,07-Jul-2025 11:00 AM,"11,800",0.0,Nil,Nil,Yes,"Installatin, Electrification, Energisation and Commissioning of Borewells in RAYAGADA District Pkg-02 BID ID-47","Installatin, Electrification, Energisation and Commissioning of Borewells in RAYAGADA District Pkg-02 BID ID-47",Please refer Tender Document DTCN ,NA ,"12,73,24,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,RAYAGADA,765001.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,AOC,CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 06:12 PM,07-Jul-2025 11:00 AM,techsummary_528755.pdf (12490.21 KB),1.0,2847395.0,AJAY INFRA AND CONSTRUCTION PVT LTD,INR,"132,417,192.8",Orissa Lift Irrigation Corporation,2025_OLIC_110242_2,960 DT-04.02.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in RAYAGADA District Pkg-02 BID ID-47",Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 07:40 PM,,BOQ Comparative Chart,Technical,Two nos of bidders have participated,Sudarsan Sadangi,12-Mar-2025 12:01 PM,,1,2847395,AJAY INFRA AND CONSTRUCTION PVT LTD,09-Mar-2025 12:38 PM,Accepted-AOC,L-1 Bidder,30-Jan-2026 02:14 PM,15-Oct-2025,"INR 132,417,192.8",180.0,Sudarsan Sadangi,30-Jan-2026 02:14 PM,OrderRayagada02.pdf (2758.00 KB),ORDER,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,15-Oct-2025 10:17 AM,finsummary_528755.pdf (17372.14 KB),AOC
2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2846756,PABITRA ELECTRICAL WORKSHOP,10-Mar-2025 01:27 PM,Rejected-Finance,Rejected by Tender Committee,15-Oct-2025 10:17 AM,,,,,,,,,,,,,,AOC
