Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
S/R to R and B road to Alinagar for the year 2025-26,S/R to R and B road to Alinagar for the year 2025-26,Refer tender document ,NA ,"7,56,472",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_57,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,21-Oct-2025 09:00 AM,31-Oct-2025 11:00 AM,21-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,21-Oct-2025 09:00 AM ,29-Oct-2025 05:00 PM ,21-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,"7,565",Yes,percentage,1.0%,Nil,Nil,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",AOC,"S.E.R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Debipriya Mohanty,16-Jan-2026 12:31 PM,techsummary_557259.pdf (2031.35 KB),"S.E.R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Sudhakar Naik,16-Jan-2026 02:02 PM,finsummary_557259.pdf (2031.31 KB),Finance,All bidders are accepted.,Debipriya Mohanty,12-Nov-2025 09:15 PM,finance_557259.pdf,BOQ Comparative Chart,1.0,3149046.0,SABITARANI ROUTRAY,INR,"643,077",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_57,RWD CTC-07/2025-26,S/R to R and B road to Alinagar for the year 2025-26,1,3167629,CHITTA RANJAN BAL,30-Oct-2025 01:23 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,16-Jan-2026,"INR 643,077",30.0,Sudhakar Naik,16-Jan-2026 02:05 PM,11452.pdf (2031.00 KB),Work awarded to Sri Sabitarani Routray vide Divisional Agreement No.67 P1 OF 2025-26,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3164371,LIPU KUMAR MALL,28-Oct-2025 10:28 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3164644,LISA MAJHI,28-Oct-2025 10:36 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3165690,MAHESWAR BEHURA,29-Oct-2025 04:47 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3156127,MIR AETSAM UL HAQ,27-Oct-2025 09:36 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3167389,PRATAP KUMAR PRADHAN,30-Oct-2025 01:07 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3149046,SABITARANI ROUTRAY,24-Oct-2025 05:01 PM,Accepted-AOC,Work awarded to Sri Sabitarani Routray vide Divisional Agreement No.67 P1 OF 2025-26,16-Jan-2026 02:05 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3166874,SARAT CHANDRA MOHARANA,30-Oct-2025 02:52 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3165108,SHRAMISTHA SWAIN,29-Oct-2025 08:14 AM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3164747,SUSHANTA KUMAR BARAL,29-Oct-2025 07:46 AM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3159484,TAPAN KUMAR BEHERA,29-Oct-2025 06:02 PM,Rejected-Finance,Other than L1,16-Jan-2026 02:02 PM,,,,,,,,AOC
