S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,Installation and energisation of Tentala-V L.I. Project under Champua block in Keonjhar district,Installation and energisation of Tentala-V L.I. Project under Champua block in Keonjhar district,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 05 EELID (KJR/2025-26),2025_OLIC_120279_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, L.I. Division, Keonjhar","At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar","33,113",Yes,fixed,,Nil,Nil,01-Nov-2025 10:00 AM,11-Nov-2025 10:00 AM,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,06-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,20-Nov-2025 10:00 AM,1.0,NIT Corriggendum,Other,,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST,EMD,LICENSE COPY,HT LICENSE,PAN,GSTIN,AFFIDAVIT,JOINT VENTURE AND OTHER AS PER DTCN",AOC,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,07-Dec-2025 02:31 PM,finsummary_559639.pdf (547.07 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2025_OLIC_120279_16,e-Procurement BID ID No. 05 EELID (KJR/2025-26),Installation and energisation of Tentala-V L.I. Project under Champua block in Keonjhar district,Technical,Ten nos. bidders participated in this tender and all are accepted,BADAL CHANDRA CHOUDHURY,19-Nov-2025 12:50 PM,,1.0,3198715.0,SUPRAVA MISHRA,INR,"2,815,011",1,3202217,AKSHAYA KUMAR SETHY,09-Nov-2025 05:51 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,20-Dec-2025,"INR 2,815,011",90.0,BADAL CHANDRA CHOUDHURY,17-Jan-2026 11:26 AM,P16.pdf (1860.00 KB),Finance,Financial bid opened for 10 nos. bidders.,BADAL CHANDRA CHOUDHURY,03-Dec-2025 04:42 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,19-Nov-2025 05:54 PM,20-Nov-2025 10:00 AM,techsummary_559639.pdf (547.07 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,AOC,,,,,,,,,,,,,,,,,,,,,2,3182202,ANNAPURNA ROUT,05-Nov-2025 12:02 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3199613,JAGDEV PANDA,08-Nov-2025 09:47 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3208610,KUANR SOREN,10-Nov-2025 04:19 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3188105,M/S. SHREE KRISHNA ENGINEERING,07-Nov-2025 09:02 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3197232,ODISHA ELECTRICAL AND CONSTRUCTIONS.,08-Nov-2025 01:23 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3203866,PRAVASINI SAHANI,09-Nov-2025 09:26 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3198364,SAGARIKA GIRI,08-Nov-2025 05:56 PM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3198715,SUPRAVA MISHRA,08-Nov-2025 06:58 PM,Accepted-AOC,WO issued,17-Jan-2026 11:27 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3175511,SUSANTA KUMAR MAJHI,10-Nov-2025 06:06 AM,Rejected-Finance,Failed in Lottery,07-Dec-2025 02:31 PM,,,,,,,,,,,,,,,,,,,,AOC
