S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,08/2025-26,2025_OLIC_122329_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,04-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,04-Dec-2025 11:00 AM ,12-Dec-2025 05:00 PM ,04-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"Executive Engineer, L.I. Division, Paralakhemundi","Executive Engineer, L.I. Division, Paralakhemundi",Installation and Energisation of Khurigam_I TW Project of Kashinagar Block under Gajapati District,Installation and Energisation of Khurigam_I TW Project of Kashinagar Block under Gajapati District,Please refer Tender documents. ,NA ,"17,89,167",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,"Executive Engineer, L.I. Division, Paralakhemundi",761200.0,NA ,NA ,NA ,"Executive Engineer, L.I. Division, Paralakhemundi",No ,No,"17,892",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,AOC,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Paralakhemundi,2025_OLIC_122329_9,08/2025-26,Installation and Energisation of Khurigam_I TW Project of Kashinagar Block under Gajapati District,1.0,3298725.0,CHANDAN ELECTRICAL WORKS,INR,"1,787,376.894",RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,19-Jan-2026 06:17 PM,techsummary_568420.pdf (388.44 KB),19-Jan-2026,"INR 1,789,166.06",90.0,RAGHUNATH BEHERA,19-Jan-2026 06:23 PM,KHURIGAM1.pdf (38897.00 KB),RAGHUNATH BEHERA,Internal,Rahgunath Behera Manoj Kumar Patro Prasan Kumar Rana Bijaya Behera,RAGHUNATH BEHERA,19-Jan-2026 06:20 PM,finsummary_568420.pdf (388.44 KB),Finance,"Tender bid successfully opened. Hence, the bid accepted.",RAGHUNATH BEHERA,17-Dec-2025 08:00 AM,finance_568420.pdf,BOQ Comparative Chart,1.0,3302865.0,ABUBAKAR SIDDIQU,15-Dec-2025 12:17 PM,Rejected-Finance,2nd Lowest Rate Quoted,19-Jan-2026 06:20 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3298725.0,CHANDAN ELECTRICAL WORKS,12-Dec-2025 09:31 PM,Accepted-AOC,Lowest Rate Quoted,19-Jan-2026 06:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
