Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
S/R to Erakana to Jhadeswarpur Road for the year 2025-26,S/R to Erakana to Jhadeswarpur Road for the year 2025-26,Refer tender document ,NA ,"10,09,077",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,20-Oct-2025 05:00 PM,31-Oct-2025 11:00 AM,20-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM ,29-Oct-2025 05:00 PM ,20-Oct-2025 05:00 PM,30-Oct-2025 05:00 PM,"10,091",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_54,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate","S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,"S.E.R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Sudhakar Naik,28-Jan-2026 05:59 PM,techsummary_557223.pdf (2127.72 KB),"S.E.R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Sudhakar Naik,28-Jan-2026 06:03 PM,finsummary_557223.pdf (2127.72 KB),Finance,All bidders are accepted.,Debipriya Mohanty,12-Nov-2025 09:08 PM,finance_557223.pdf,BOQ Comparative Chart,28-Jan-2026,"INR 862,121",30.0,Sudhakar Naik,28-Jan-2026 06:06 PM,11327.pdf (2128.00 KB),Work awarded to Lisa Majhi vide Divisional Agreement No.66 P1 OF 2025-26,1.0,3164505.0,LISA MAJHI,INR,"862,121",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_54,RWD CTC-07/2025-26,S/R to Erakana to Jhadeswarpur Road for the year 2025-26,1,3166640,BHAGYADHAR SETHY,29-Oct-2025 06:11 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3158328,CH. OM PRAKASH DAS,29-Oct-2025 03:42 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3166304,KAMALAKANTA ROUT,29-Oct-2025 04:10 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3161898,LIPU KUMAR MALL,28-Oct-2025 11:02 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3164505,LISA MAJHI,29-Oct-2025 05:25 PM,Accepted-AOC,Work awarded to Lisa Majhi vide Divisional Agreement No.66 P1 OF 2025-26,28-Jan-2026 06:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3165678,MAHESWAR BEHURA,29-Oct-2025 04:51 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3166742,PRASANTA KUMAR BARIK,30-Oct-2025 09:31 AM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3166986,RAJAT KUMAR BEHERA,30-Oct-2025 10:59 AM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3162703,RAKHI NAYAK,30-Oct-2025 01:32 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3166871,SARAT CHANDRA MOHARANA,30-Oct-2025 02:55 PM,Rejected-Finance,Other than L1,28-Jan-2026 06:03 PM,AOC
