S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3089978.0,A R CONSTRUCTION PROP. ASHUTOSH SAHOO,INR,"1,473,156.1",Finance,09 Nos of Bidders are Found,Sonali Sucharita Rout,22-Sep-2025 05:55 PM,finance_551960.pdf,BOQ Comparative Chart,SE,Internal,DAO Estimator,Sonali Sucharita Rout,14-Jan-2026 01:46 AM,finsummary_551960.pdf (41.94 KB),CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,2025_CERWI_117843_1,Online DKL-04/2025-26,Construction of Main Gate Portico and Approach Road of OPS Mahavidyalaya building Hindol Road Dhenkanal for the year 2025-26,SE,Internal,"SE, DAO and Estimator",Sonali Sucharita Rout,14-Oct-2025 02:00 PM,techsummary_551960.pdf (463.31 KB),14-Jan-2026,"INR 1,732,920.951",180.0,Sonali Sucharita Rout,14-Jan-2026 01:51 AM,Tendercomm.pdf (42.00 KB),Awarded,1,3089978,A R CONSTRUCTION PROP. ASHUTOSH SAHOO,20-Sep-2025 01:00 PM,Accepted-AOC,Awarded,14-Jan-2026 01:51 AM,AOC,"6,000",0.0,Nil,Nil,No,"17,330",Yes,fixed,,Nil,Nil,Divisional Officer,"RURAL WORKS DIVISION, DHENKANAL",CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,Online DKL-04/2025-26,2025_CERWI_117843_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Main Gate Portico and Approach Road of OPS Mahavidyalaya building Hindol Road Dhenkanal for the year 2025-26,Construction of Main Gate Portico and Approach Road of OPS Mahavidyalaya building Hindol Road Dhenkanal for the year 2025-26,NA ,NA ,"17,32,921",Civil Works - Buildings,NA ,Tender,90.0,180.0,Dhenkanal,759001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, DHENKANAL",No ,No,11-Sep-2025 11:30 AM,22-Sep-2025 11:00 AM,11-Sep-2025 11:30 AM,20-Sep-2025 05:00 PM,11-Sep-2025 11:30 AM ,19-Sep-2025 04:00 PM ,11-Sep-2025 11:30 AM,20-Sep-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD,Tender Paper Cost on line Mode,Valid RC,PAN,GST, Affividavit,and other document as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3087261,BODHINATH JAGADISH CHANDRA,18-Sep-2025 10:26 PM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3089405,Chnadra Bhanupratap Singh,19-Sep-2025 10:23 PM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3089101,DINESH MOHAPATRA,19-Sep-2025 08:27 PM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3089771,FAKIRA MOHAN MOHAPATRA,20-Sep-2025 10:44 AM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3088847,JASHOBANT SAHU,19-Sep-2025 06:08 PM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3090087,Pratap Kumar Sahoo,20-Sep-2025 12:26 PM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3089446,RANJITA NAYAK,20-Sep-2025 11:14 AM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3086351,SANJAYA KUMAR SAHU,18-Sep-2025 09:13 PM,Rejected-Finance,not winnner,14-Jan-2026 01:46 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
