S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","1,25,210",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,O/o the SERWSS Nuapada,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,RWSS/NPD/09/2025-26,2025_RWSS_116384_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Aug-2025 10:00 AM,18-Aug-2025 11:00 AM,04-Aug-2025 10:00 AM,16-Aug-2025 05:00 PM,04-Aug-2025 10:00 AM ,15-Aug-2025 05:00 PM ,04-Aug-2025 10:00 AM,16-Aug-2025 05:00 PM,01-Dec-2025 11:00 AM,"Construction of new intake well, laying rising main and distribution system, Pump house, external electrification for RPWS to Gandabahali and Adj. villages under Sinapali block in the district of Nuapada","Construction of new intake well, laying rising main and distribution system, Pump house, external electrification for RPWS to Gandabahali and Adj. villages under Sinapali block in the district of Nuapada",Please refer Tender documents. ,NA ,"1,25,21,044",Civil Works - Water Works,NA ,Tender,90.0,180.0,NUAPADA,766105.0,NA ,NA ,NA ,O/o the SERWSS Nuapada,No ,No,"10,000",0.0,Nil,Nil,No,AOC,Technical,Bid Opened,Ashok Kumar Badhai,18-Aug-2025 11:33 AM,technical_548164.pdf,1,3038181,ASHUTOSH SAHU,16-Aug-2025 03:21 PM,Rejected-Technical,Disqualified,30-Nov-2025 05:21 PM,Finance,Finance Open,Prahallad Sahu,29-Jan-2026 10:36 AM,finance_548164.pdf,BOQ Comparative Chart,"SE,RWSS Division, Nuapada",Internal,"Additional Chief Engineer RWSS Circle Balangir, SE, Nuapada, AEE, RWSS circle Bolangir, DAO, Nuapada, JE, Nuapada, JE Est. Bolangir",Prahallad Sahu,29-Jan-2026 10:52 AM,finsummary_548164.pdf (6595.50 KB),29-Jan-2026,"INR 10,644,140",180.0,Prahallad Sahu,29-Jan-2026 11:16 AM,Gandabahali.pdf (900.00 KB),Work Order Issued to the Agency,"Addl. CE, RWSS Circle Bolangir",Internal,"Addl. CE, RWSS Circle Bolangir, SE RWSS Division, Nuapada, AEE, Ic. RWSS Circle Bolangir, DAO, RWSS Nuapada, JE, Estimator, Nuapada JE, Estimator RWSS Bolangir",Prahallad Sahu,30-Nov-2025 05:21 PM,01-Dec-2025 11:00 AM,techsummary_548164.pdf (6595.50 KB),Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,2025_RWSS_116384_3,RWSS/NPD/09/2025-26,"Construction of new intake well, laying rising main and distribution system, Pump house, external electrification for RPWS to Gandabahali and Adj. villages under Sinapali block in the district of Nuapada",1.0,3036150.0,Nikhil Agrawal,INR,"10,644,140",AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,3035421,ASISH KUMAR PATTJOSHI,16-Aug-2025 06:16 AM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,3037379,Bhanupriya Behera,15-Aug-2025 08:34 PM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,3028297,Chanchal Mahapatra,14-Aug-2025 08:59 AM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,3037522,DOLAMANI BIBHAR,15-Aug-2025 09:36 PM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,3038328,GIRIDHARI LAL AGRAWAL,16-Aug-2025 02:31 PM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,3025517,Haresh Kumar Agrawal,10-Aug-2025 10:49 AM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,3038292,HITESH AGRAWAL,16-Aug-2025 02:10 PM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,3037083,M/S S R CONSTRUCTIONS,15-Aug-2025 04:56 PM,Rejected-AOC,Rejected,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,3036150,Nikhil Agrawal,14-Aug-2025 04:18 PM,Accepted-AOC,Qualified,29-Jan-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
