Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,opening,Josef Tudu,19-Nov-2025 04:36 PM,,BOQ Comparative Chart,1,3151804,ABHISHEK SARAF,25-Oct-2025 07:06 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,2025_CERWI_119580_12,RWKHR02/2025-26,Periodical Maintenance of road from Sinapali to Armela (SDBC) in the district of Nuapada,1.0,3154181.0,BASANTA KUMAR DANDSENA,INR,"571,683.56",05-Jan-2026,"INR 571,683.56",30.0,Biswajit Rayaguru,05-Jan-2026 04:01 PM,11.pdf (904.00 KB),AOC,Technical Evaluation,Internal,"SE, DAO, Estimator",Biswajit Rayaguru,27-Nov-2025 01:10 PM,techsummary_556365.pdf (243.78 KB),Financial Evaluation,Internal,SE DAO Estimator,Biswajit Rayaguru,05-Jan-2026 03:57 PM,finsummary_556365.pdf (235.25 KB),AOC,"6,725",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,RWKHR02/2025-26,2025_CERWI_119580_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Oct-2025 10:00 AM,28-Oct-2025 11:30 AM,17-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,17-Oct-2025 10:00 AM ,27-Oct-2025 11:00 AM ,17-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,Periodical Maintenance of road from Sinapali to Armela (SDBC) in the district of Nuapada,Periodical Maintenance of road from Sinapali to Armela (SDBC) in the district of Nuapada,Please refer Tender documents. ,NA ,"6,72,490",Civil Works - Roads,NA ,Tender,90.0,30.0,KHARIAR,766107.0,NA ,NA ,NA ,O/O THE SERWD KHARIAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",SUPERITENDING ENGINEER,O/O THE SERWD KHARIAR,AOC
,,,,,,2,3147448,Achutanand Mund,24-Oct-2025 09:07 AM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,3,3146793,ASHOK KUMAR SAHU,23-Oct-2025 09:28 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3154181,BASANTA KUMAR DANDSENA,26-Oct-2025 01:17 PM,Accepted-AOC,Accepted,05-Jan-2026 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3156377,DHIBAR DHARUA,27-Oct-2025 10:05 AM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3136526,DUSILA SAHU,20-Oct-2025 08:54 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3144244,HARA MEHER,25-Oct-2025 05:40 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3157403,HEMAKANTI BEHERA,27-Oct-2025 12:21 PM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3148067,RITA PANDA,26-Oct-2025 12:16 AM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3153251,SUSHIL KUMAR KHEMKA,26-Oct-2025 08:33 AM,Rejected-Finance,Rejected by Finance,05-Jan-2026 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
