Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN and all Affidavits as per DTCN","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"2,521",Yes,percentage,1.0%,Nil,Nil,S/R to R.I. office cum residence at Chadeibhole For the year 2025-26,S/R to R.I. office cum residence at Chadeibhole For the year 2025-26,Please refer Tender documents. ,NA ,"2,52,054",Civil Works - Buildings,NA ,Tender,90.0,30.0,Karanjia,757037.0,NA ,NA ,NA ,"O/o SE RW Division, Karanjia",No ,No,Executive Engineer,"Executive Engineer O/o SE R.W Division, Karanjia",31-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,31-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,31-Oct-2025 11:00 AM ,10-Nov-2025 01:00 PM ,31-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,RWDKNJ-04/2025-26,2025_CERWI_120389_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Sushil Kumar Nayak,Internal,,Sushil Kumar Nayak,12-Jan-2026 07:18 PM,finsummary_560272.pdf (664.42 KB),Sushil Kumar Nayak,Internal,,Sushil Kumar Nayak,12-Jan-2026 07:11 PM,techsummary_560272.pdf (535.35 KB),12-Jan-2026,"INR 214,271",30.0,Sushil Kumar Nayak,12-Jan-2026 07:25 PM,Work.pdf (718.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,2025_CERWI_120389_17,RWDKNJ-04/2025-26,S/R to R.I. office cum residence at Chadeibhole For the year 2025-26,1.0,3201468.0,NIHAR RANJAN MAHAKUD,INR,"214,271",1,3198097,BHOLANATH NAIK,10-Nov-2025 01:42 AM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,Finance,opened,Sushil Kumar Nayak,12-Jan-2026 07:06 PM,finance_560272.pdf,BOQ Comparative Chart,AOC
,,.xls,BoQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3208261,CHANDRA SEKHAR MOHANTA,10-Nov-2025 03:43 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3203344,DINA KRUSHNA MAHAKUD,09-Nov-2025 07:49 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3198833,DUKHABANDHU SETHY,08-Nov-2025 07:19 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3195602,JAGADISH CHANDRA SINGH,07-Nov-2025 09:38 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3208165,MAA JAGADHATRI LCCS LTD,10-Nov-2025 03:34 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3201468,NIHAR RANJAN MAHAKUD,09-Nov-2025 01:33 PM,Accepted-AOC,Qualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3186840,NIRMAL KUMAR MOHANTA,08-Nov-2025 10:24 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3208410,PURUSOTTAM MOHANTA,10-Nov-2025 04:43 PM,Rejected-AOC,Disqualified,12-Jan-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3206155,SHAIKH JOBER PARWAYS,10-Nov-2025 12:22 PM,Rejected-Technical,Disqualified,12-Jan-2026 07:11 PM,,,,,,,AOC
